70,"select p.objid as name, p.ra, p.dec from galaxy p, specobj s where p.objid=s.bestobjid and (p.g BETWEEN # AND #) and s.z BETWEEN # AND #"
2019-04-04 01:10:00,1
2019-04-04 01:14:00,1
2019-04-04 01:16:00,1
2019-04-04 01:20:00,1
2019-04-04 01:25:00,1
2019-04-04 01:29:00,1
2019-04-04 01:32:00,1
2019-04-04 11:26:00,1
2019-04-04 11:28:00,1
2019-04-04 12:58:00,1
2019-04-04 13:15:00,1
2019-04-04 16:04:00,1
2019-04-04 16:06:00,1
2019-04-04 16:13:00,1
2019-04-04 16:19:00,1
2019-04-04 16:21:00,1
2019-04-04 16:26:00,1
2019-04-04 16:31:00,1
2019-04-04 16:34:00,1
2019-04-04 16:36:00,1
2019-04-04 16:39:00,1
2019-04-04 16:41:00,1
2019-04-04 16:42:00,1
2019-04-04 16:46:00,1
2019-04-04 16:54:00,1
2019-04-04 17:02:00,1
2019-04-04 17:08:00,1
2019-04-04 17:11:00,1
2019-04-04 17:13:00,1
2019-04-04 17:15:00,1
2019-04-04 20:26:00,1
2019-04-04 20:39:00,1
2019-04-04 20:46:00,1
2019-04-04 20:53:00,1
2019-04-04 20:55:00,1
2019-04-04 21:03:00,1
2019-04-04 21:07:00,2
2019-04-04 21:14:00,1
2019-04-04 21:17:00,1
2019-04-04 21:22:00,1
2019-04-04 21:26:00,1
2019-04-04 21:28:00,1
2019-04-04 21:30:00,1
2019-04-04 21:31:00,1
2019-04-04 21:33:00,1
2019-04-04 21:35:00,1
2019-04-04 21:38:00,1
2019-04-04 21:42:00,1
2019-04-04 21:45:00,1
2019-04-04 21:49:00,1
2019-04-04 21:51:00,1
2019-04-04 21:54:00,1
2019-04-04 21:59:00,1
2019-04-04 23:31:00,1
2019-04-04 23:33:00,1
2019-04-04 23:36:00,1
2019-04-04 23:38:00,1
2019-04-04 23:39:00,1
2019-04-04 23:41:00,1
2019-04-04 23:42:00,1
2019-04-04 23:44:00,2
2019-04-04 23:46:00,1
2019-04-04 23:47:00,1
2019-04-04 23:49:00,1
2019-04-04 23:52:00,1
2019-04-04 23:54:00,1
2019-04-04 23:55:00,1
2019-04-04 23:56:00,1
