26,"SELECT p.ra , p.dec, p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, p.nMgyPerCount_u, p.nMgyPerCount_g, p.nMgyPerCount_r, p.nMgyPerCount_i, p.nMgyPerCount_z FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-10-31 11:19:00,1
2019-10-31 11:20:00,1
2019-10-31 11:22:00,1
2019-10-31 11:28:00,1
2019-10-31 11:29:00,1
2019-10-31 11:32:00,1
2019-10-31 11:33:00,1
2019-10-31 13:09:00,1
2019-10-31 13:12:00,1
2019-10-31 13:15:00,1
2019-10-31 13:23:00,1
2019-10-31 13:32:00,1
2019-10-31 13:49:00,1
2019-10-31 13:59:00,1
2019-10-31 14:02:00,1
2019-10-31 14:08:00,1
2019-10-31 14:09:00,1
2019-10-31 14:10:00,1
2019-10-31 14:11:00,2
2019-10-31 14:14:00,1
2019-10-31 14:24:00,1
2019-10-31 14:56:00,1
2019-10-31 15:15:00,1
2019-10-31 15:16:00,1
2019-10-31 15:20:00,1
