6,select * from optw.tamass.VARIABLES where vintage = #
2019-10-31 09:31:00,1
2019-10-31 09:47:00,1
2019-10-31 09:49:00,1
2019-10-31 14:05:00,2
2019-10-31 14:06:00,1
