249,"SELECT ra,dec,dered_u,dered_g,dered_r,dered_i,dered_z,Err_u,Err_g,Err_r,Err_i,Err_z,flags_r,run   FROM Galaxy   WHERE   ra BETWEEN # and # AND dec BETWEEN # and #"
2019-10-31 07:07:00,1
2019-10-31 12:16:00,9
2019-10-31 12:17:00,6
2019-10-31 12:18:00,9
2019-10-31 12:19:00,10
2019-10-31 12:20:00,16
2019-10-31 12:21:00,26
2019-10-31 12:22:00,10
2019-10-31 12:23:00,4
2019-10-31 12:24:00,4
2019-10-31 12:25:00,7
2019-10-31 12:26:00,5
2019-10-31 12:27:00,7
2019-10-31 12:28:00,4
2019-10-31 12:29:00,6
2019-10-31 12:30:00,5
2019-10-31 12:31:00,4
2019-10-31 12:32:00,4
2019-10-31 12:33:00,4
2019-10-31 12:34:00,4
2019-10-31 12:35:00,6
2019-10-31 12:36:00,4
2019-10-31 12:37:00,7
2019-10-31 12:38:00,4
2019-10-31 12:39:00,5
2019-10-31 12:40:00,6
2019-10-31 12:41:00,4
2019-10-31 12:42:00,4
2019-10-31 12:43:00,4
2019-10-31 12:44:00,4
2019-10-31 12:45:00,5
2019-10-31 12:46:00,6
2019-10-31 12:47:00,3
2019-10-31 12:48:00,4
2019-10-31 12:49:00,4
2019-10-31 12:50:00,5
2019-10-31 12:51:00,16
2019-10-31 12:52:00,7
2019-10-31 12:53:00,5
2019-10-31 12:54:00,1
