12,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-10-31 14:08:00,1
2019-10-31 14:18:00,1
2019-10-31 14:31:00,1
2019-10-31 14:37:00,1
2019-10-31 14:42:00,1
2019-10-31 14:51:00,1
2019-10-31 14:55:00,1
2019-10-31 14:57:00,1
2019-10-31 15:04:00,1
2019-10-31 15:07:00,1
2019-10-31 15:22:00,1
2019-10-31 15:28:00,1
