228,"SELECT p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, psfFlux_u, psfFlux_g, psfFlux_r, psfFlux_i, psfFlux_z, psfFluxIvar_u, psfFluxIvar_g, psfFluxIvar_r, psfFluxIvar_i, psfFluxIvar_z FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-10-31 16:13:00,8
2019-10-31 16:25:00,10
2019-10-31 16:31:00,10
2019-10-31 16:37:00,10
2019-10-31 16:43:00,10
2019-10-31 16:49:00,1
2019-10-31 16:50:00,9
2019-10-31 16:56:00,10
2019-10-31 17:02:00,10
2019-10-31 17:08:00,10
2019-10-31 17:22:00,10
2019-10-31 17:25:00,10
2019-10-31 17:27:00,10
2019-10-31 17:30:00,10
2019-10-31 17:33:00,10
2019-10-31 17:35:00,10
2019-10-31 17:41:00,1
2019-10-31 17:42:00,9
2019-10-31 17:44:00,10
2019-10-31 17:46:00,7
2019-10-31 17:47:00,3
2019-10-31 17:49:00,10
2019-10-31 17:55:00,10
2019-10-31 17:57:00,10
2019-10-31 18:00:00,10
2019-10-31 18:02:00,10
