2,"SELECT TOP # objID,  	      field, ra, dec into mydb.MyTable from PhotoPrimary 	 WHERE   dbo.fSourcetyle(field) = STAR_BROWN_DWARF"
2019-10-31 14:48:00,1
2019-10-31 14:53:00,1
