5,"SELECT TOP #  p.run,p.rerun,p.camCol,p.field,p.obj,cast(str(p.ra,#,#) as float) as ra,cast(str(p.[dec],#,#) as float) as dec,p.r, p.score as score  FROM ..PhotoObj AS p  JOIN dbo.fGetNearbyObjEq(#,#,#) AS b ON b.objID = P.objID  WHERE (p.score >= #) AND ( p.type = #)"
2019-10-31 17:41:00,2
2019-10-31 17:42:00,1
2019-10-31 17:43:00,2
