1281,"SELECT p.ra , p.dec, p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, p.nMgyPerCount_u, p.nMgyPerCount_g, p.nMgyPerCount_r, p.nMgyPerCount_i, p.nMgyPerCount_z FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-10-31 11:33:00,3
2019-10-31 11:34:00,8
2019-10-31 11:35:00,7
2019-10-31 11:36:00,7
2019-10-31 11:37:00,8
2019-10-31 11:38:00,7
2019-10-31 11:39:00,7
2019-10-31 11:40:00,7
2019-10-31 11:41:00,7
2019-10-31 11:42:00,7
2019-10-31 11:43:00,6
2019-10-31 11:44:00,7
2019-10-31 11:45:00,7
2019-10-31 11:46:00,7
2019-10-31 11:47:00,7
2019-10-31 11:48:00,7
2019-10-31 11:49:00,7
2019-10-31 11:50:00,7
2019-10-31 11:51:00,7
2019-10-31 11:52:00,7
2019-10-31 11:53:00,7
2019-10-31 11:54:00,7
2019-10-31 11:55:00,7
2019-10-31 11:56:00,7
2019-10-31 11:57:00,7
2019-10-31 11:58:00,7
2019-10-31 11:59:00,7
2019-10-31 12:00:00,8
2019-10-31 12:01:00,7
2019-10-31 12:02:00,7
2019-10-31 12:03:00,7
2019-10-31 12:04:00,7
2019-10-31 12:05:00,7
2019-10-31 12:06:00,7
2019-10-31 12:07:00,7
2019-10-31 12:08:00,5
2019-10-31 12:09:00,7
2019-10-31 12:10:00,7
2019-10-31 12:11:00,7
2019-10-31 12:12:00,8
2019-10-31 12:13:00,6
2019-10-31 12:14:00,7
2019-10-31 12:15:00,7
2019-10-31 12:16:00,7
2019-10-31 12:17:00,7
2019-10-31 12:18:00,7
2019-10-31 12:19:00,7
2019-10-31 12:20:00,6
2019-10-31 12:21:00,7
2019-10-31 12:22:00,8
2019-10-31 12:23:00,6
2019-10-31 12:24:00,7
2019-10-31 12:25:00,7
2019-10-31 12:26:00,7
2019-10-31 12:27:00,7
2019-10-31 12:28:00,7
2019-10-31 12:29:00,7
2019-10-31 12:30:00,8
2019-10-31 12:31:00,7
2019-10-31 12:32:00,7
2019-10-31 12:33:00,7
2019-10-31 12:34:00,7
2019-10-31 12:35:00,7
2019-10-31 12:36:00,7
2019-10-31 12:37:00,7
2019-10-31 12:38:00,7
2019-10-31 12:39:00,8
2019-10-31 12:40:00,7
2019-10-31 12:41:00,7
2019-10-31 12:42:00,2
2019-10-31 13:12:00,6
2019-10-31 13:13:00,7
2019-10-31 13:14:00,7
2019-10-31 13:15:00,4
2019-10-31 13:16:00,7
2019-10-31 13:17:00,8
2019-10-31 13:18:00,7
2019-10-31 13:19:00,7
2019-10-31 13:20:00,7
2019-10-31 13:21:00,7
2019-10-31 13:22:00,4
2019-10-31 13:23:00,9
2019-10-31 13:24:00,11
2019-10-31 13:25:00,11
2019-10-31 13:26:00,11
2019-10-31 13:27:00,8
2019-10-31 13:32:00,4
2019-10-31 13:33:00,11
2019-10-31 13:34:00,11
2019-10-31 13:35:00,10
2019-10-31 13:36:00,11
2019-10-31 13:37:00,3
2019-10-31 13:49:00,9
2019-10-31 13:50:00,11
2019-10-31 13:51:00,10
2019-10-31 13:52:00,11
2019-10-31 13:53:00,9
2019-10-31 13:59:00,9
2019-10-31 14:00:00,10
2019-10-31 14:01:00,11
2019-10-31 14:02:00,9
2019-10-31 14:03:00,10
2019-10-31 14:04:00,10
2019-10-31 14:05:00,10
2019-10-31 14:06:00,7
2019-10-31 14:07:00,9
2019-10-31 14:08:00,5
2019-10-31 14:09:00,4
2019-10-31 14:14:00,6
2019-10-31 14:15:00,10
2019-10-31 14:16:00,10
2019-10-31 14:17:00,10
2019-10-31 14:18:00,11
2019-10-31 14:19:00,3
2019-10-31 14:24:00,3
2019-10-31 14:25:00,9
2019-10-31 14:26:00,11
2019-10-31 14:27:00,10
2019-10-31 14:28:00,10
2019-10-31 14:29:00,7
2019-10-31 14:56:00,3
2019-10-31 14:57:00,10
2019-10-31 14:58:00,11
2019-10-31 14:59:00,11
2019-10-31 15:00:00,10
2019-10-31 15:01:00,9
2019-10-31 15:02:00,6
2019-10-31 15:03:00,6
2019-10-31 15:04:00,7
2019-10-31 15:05:00,7
2019-10-31 15:06:00,6
2019-10-31 15:07:00,7
2019-10-31 15:08:00,6
2019-10-31 15:09:00,1
2019-10-31 15:16:00,6
2019-10-31 15:17:00,7
2019-10-31 15:18:00,7
2019-10-31 15:20:00,1
2019-10-31 15:21:00,9
2019-10-31 15:22:00,10
2019-10-31 15:53:00,1
2019-10-31 16:01:00,2
2019-10-31 16:02:00,2
2019-10-31 16:04:00,1
2019-10-31 16:07:00,2
2019-10-31 16:11:00,4
2019-10-31 16:12:00,4
2019-10-31 16:16:00,2
2019-10-31 16:17:00,1
2019-10-31 16:19:00,1
2019-10-31 16:23:00,3
2019-10-31 16:24:00,7
2019-10-31 16:29:00,8
2019-10-31 16:30:00,2
2019-10-31 16:35:00,2
2019-10-31 16:36:00,8
2019-10-31 16:41:00,4
2019-10-31 16:42:00,6
2019-10-31 16:47:00,2
2019-10-31 16:48:00,8
2019-10-31 16:54:00,10
2019-10-31 17:00:00,3
2019-10-31 17:01:00,7
2019-10-31 17:06:00,5
2019-10-31 17:07:00,5
2019-10-31 17:20:00,6
2019-10-31 17:21:00,5
2019-10-31 17:23:00,10
2019-10-31 17:25:00,10
2019-10-31 17:28:00,1
2019-10-31 17:29:00,10
2019-10-31 17:31:00,10
2019-10-31 17:33:00,10
2019-10-31 17:39:00,1
2019-10-31 17:40:00,10
2019-10-31 17:42:00,10
2019-10-31 17:44:00,2
2019-10-31 17:45:00,8
2019-10-31 17:47:00,10
2019-10-31 17:53:00,8
2019-10-31 17:54:00,3
2019-10-31 17:55:00,2
2019-10-31 17:56:00,8
2019-10-31 17:58:00,10
2019-10-31 18:00:00,10
