59,"SELECT TOP # &&& + cast(p.objId as varchar(#)) +&&& + cast(p.objId as varchar(#)) + &&& as objID,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-10-31 00:00:00,1
2019-10-31 00:22:00,1
2019-10-31 00:26:00,2
2019-10-31 00:56:00,1
2019-10-31 02:29:00,1
2019-10-31 02:31:00,1
2019-10-31 02:33:00,1
2019-10-31 02:35:00,1
2019-10-31 02:38:00,2
2019-10-31 02:41:00,1
2019-10-31 02:42:00,1
2019-10-31 02:44:00,2
2019-10-31 02:45:00,1
2019-10-31 02:46:00,1
2019-10-31 02:47:00,1
2019-10-31 02:48:00,1
2019-10-31 02:49:00,1
2019-10-31 02:51:00,1
2019-10-31 02:53:00,1
2019-10-31 02:54:00,1
2019-10-31 02:55:00,2
2019-10-31 02:56:00,1
2019-10-31 02:57:00,1
2019-10-31 02:58:00,2
2019-10-31 02:59:00,1
2019-10-31 03:00:00,1
2019-10-31 03:01:00,1
2019-10-31 03:02:00,2
2019-10-31 03:09:00,1
2019-10-31 03:20:00,1
2019-10-31 03:24:00,1
2019-10-31 09:36:00,2
2019-10-31 09:45:00,1
2019-10-31 16:42:00,1
2019-10-31 16:44:00,1
2019-10-31 16:45:00,1
2019-10-31 16:46:00,1
2019-10-31 16:58:00,1
2019-10-31 17:03:00,1
2019-10-31 17:29:00,1
2019-10-31 17:30:00,2
2019-10-31 17:33:00,2
2019-10-31 17:36:00,1
2019-10-31 19:23:00,1
2019-10-31 19:27:00,1
2019-10-31 19:49:00,1
2019-10-31 19:54:00,1
2019-10-31 20:30:00,1
2019-10-31 20:37:00,1
2019-10-31 22:40:00,1
