3,"select   mt.objID, pe.petroR5#_r, pe.petroR9#_r into mydb.allIDs_conc from MyDB.allIDs, photoObjAll pe where   pe.objID = mt.objID"
2019-10-31 09:33:00,1
2019-10-31 09:34:00,2
