344,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n JOIN PhotoPrimary p ON n.objID=p.objID"
2019-10-31 00:00:00,1
2019-10-31 00:09:00,1
2019-10-31 00:14:00,3
2019-10-31 00:19:00,1
2019-10-31 00:28:00,1
2019-10-31 00:33:00,1
2019-10-31 00:37:00,1
2019-10-31 00:42:00,1
2019-10-31 00:47:00,1
2019-10-31 00:51:00,1
2019-10-31 00:56:00,2
2019-10-31 01:03:00,1
2019-10-31 01:08:00,1
2019-10-31 01:12:00,3
2019-10-31 01:17:00,1
2019-10-31 01:19:00,2
2019-10-31 01:24:00,1
2019-10-31 01:32:00,1
2019-10-31 01:33:00,1
2019-10-31 01:41:00,1
2019-10-31 01:45:00,1
2019-10-31 01:52:00,1
2019-10-31 02:00:00,1
2019-10-31 02:07:00,1
2019-10-31 02:09:00,1
2019-10-31 02:16:00,1
2019-10-31 02:21:00,1
2019-10-31 02:25:00,1
2019-10-31 02:30:00,1
2019-10-31 02:37:00,1
2019-10-31 02:44:00,1
2019-10-31 02:46:00,1
2019-10-31 02:51:00,1
2019-10-31 02:53:00,1
2019-10-31 02:57:00,1
2019-10-31 03:02:00,1
2019-10-31 03:06:00,2
2019-10-31 03:11:00,1
2019-10-31 03:15:00,1
2019-10-31 03:17:00,1
2019-10-31 03:25:00,1
2019-10-31 03:29:00,1
2019-10-31 03:33:00,1
2019-10-31 03:37:00,1
2019-10-31 03:42:00,1
2019-10-31 03:49:00,1
2019-10-31 03:53:00,1
2019-10-31 04:01:00,1
2019-10-31 04:08:00,1
2019-10-31 04:15:00,1
2019-10-31 04:22:00,1
2019-10-31 04:29:00,1
2019-10-31 04:41:00,1
2019-10-31 04:46:00,1
2019-10-31 04:48:00,1
2019-10-31 04:52:00,1
