17,"select p.objid as name, p.ra, p.dec from galaxy p, specobj s where p.objid=s.bestobjid and (p.g BETWEEN # AND #) and s.z BETWEEN # AND #"
2019-10-31 17:45:00,1
2019-10-31 17:49:00,1
2019-10-31 17:52:00,1
2019-10-31 18:04:00,1
2019-10-31 18:10:00,1
2019-10-31 18:25:00,1
2019-10-31 18:38:00,2
2019-10-31 18:42:00,1
2019-10-31 18:46:00,1
2019-10-31 18:50:00,1
2019-10-31 18:55:00,1
2019-10-31 19:05:00,1
2019-10-31 19:14:00,1
2019-10-31 19:20:00,1
2019-10-31 19:22:00,1
2019-10-31 19:34:00,1
