115,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-10-19 00:55:00,1
2019-10-19 02:55:00,2
2019-10-19 03:55:00,1
2019-10-19 03:57:00,3
2019-10-19 04:30:00,4
2019-10-19 04:55:00,1
2019-10-19 05:35:00,5
2019-10-19 06:00:00,1
2019-10-19 06:05:00,2
2019-10-19 06:20:00,6
2019-10-19 06:35:00,17
2019-10-19 09:20:00,1
2019-10-19 10:45:00,1
2019-10-19 10:46:00,1
2019-10-19 11:15:00,1
2019-10-19 11:19:00,1
2019-10-19 12:45:00,1
2019-10-19 12:46:00,2
2019-10-19 13:15:00,1
2019-10-19 13:45:00,1
2019-10-19 13:46:00,2
2019-10-19 14:20:00,33
2019-10-19 14:21:00,6
2019-10-19 16:45:00,2
2019-10-19 17:15:00,1
2019-10-19 17:18:00,3
2019-10-19 17:19:00,6
2019-10-19 17:45:00,1
2019-10-19 17:55:00,1
2019-10-19 17:59:00,7
