91,"SELECT ra, dec, petroMag_g, petroMagErr_g, petroMag_r, petroMagErr_r, petroMag_i, petroMagErr_i FROM star WHERE (ra between # and #) and (dec between # and #) and (petroMag_g < #) and (petroMag_g>#)"
2019-05-20 00:00:00,1
2019-05-20 00:13:00,1
2019-05-20 00:15:00,1
2019-05-20 00:29:00,1
2019-05-20 00:47:00,1
2019-05-20 00:49:00,1
2019-05-20 01:08:00,1
2019-05-20 01:10:00,1
2019-05-20 02:49:00,1
2019-05-20 04:30:00,1
2019-05-20 04:36:00,1
2019-05-20 04:57:00,1
2019-05-20 04:59:00,1
2019-05-20 06:33:00,1
2019-05-20 06:43:00,1
2019-05-20 07:52:00,1
2019-05-20 08:01:00,1
2019-05-20 08:19:00,1
2019-05-20 08:21:00,1
2019-05-20 08:35:00,1
2019-05-20 08:38:00,1
2019-05-20 08:54:00,1
2019-05-20 08:58:00,1
2019-05-20 09:20:00,1
2019-05-20 09:23:00,1
2019-05-20 09:36:00,1
2019-05-20 09:39:00,1
2019-05-20 10:31:00,1
2019-05-20 10:36:00,1
2019-05-20 10:48:00,1
2019-05-20 10:51:00,1
2019-05-20 11:02:00,1
2019-05-20 11:05:00,1
2019-05-20 11:49:00,1
2019-05-20 11:57:00,1
2019-05-20 12:10:00,1
2019-05-20 12:12:00,1
2019-05-20 12:25:00,1
2019-05-20 12:28:00,1
2019-05-20 12:41:00,1
2019-05-20 12:44:00,1
2019-05-20 12:59:00,1
2019-05-20 13:02:00,1
2019-05-20 13:16:00,1
2019-05-20 13:20:00,1
2019-05-20 13:21:00,1
2019-05-20 13:36:00,1
2019-05-20 13:40:00,1
2019-05-20 13:55:00,1
2019-05-20 13:59:00,1
2019-05-20 14:16:00,1
2019-05-20 14:19:00,1
2019-05-20 14:36:00,1
2019-05-20 14:39:00,1
2019-05-20 14:51:00,1
2019-05-20 14:54:00,1
2019-05-20 15:03:00,1
2019-05-20 15:06:00,1
2019-05-20 15:20:00,1
2019-05-20 15:23:00,1
2019-05-20 15:33:00,1
2019-05-20 15:35:00,1
2019-05-20 15:45:00,1
2019-05-20 15:47:00,1
2019-05-20 15:57:00,1
2019-05-20 16:00:00,1
2019-05-20 16:09:00,1
2019-05-20 16:11:00,1
2019-05-20 16:20:00,1
2019-05-20 16:22:00,1
2019-05-20 16:31:00,1
2019-05-20 16:34:00,1
2019-05-20 17:19:00,1
2019-05-20 17:22:00,1
2019-05-20 17:30:00,1
2019-05-20 17:32:00,1
2019-05-20 17:42:00,1
2019-05-20 17:44:00,1
2019-05-20 18:32:00,1
2019-05-20 18:33:00,1
2019-05-20 20:13:00,1
2019-05-20 20:24:00,1
2019-05-20 20:27:00,1
2019-05-20 21:15:00,1
2019-05-20 21:25:00,1
2019-05-20 22:15:00,1
2019-05-20 22:25:00,1
2019-05-20 22:34:00,1
2019-05-20 22:36:00,1
2019-05-20 23:23:00,1
2019-05-20 23:33:00,1
