867,"SELECT fieldID ,field, run, camcol,raMin,raMax,decMin,decMax FROM Field Where raMin<# and raMax># and decMin<# and decMax>#"
2019-05-20 13:56:00,1
2019-05-20 13:57:00,2
2019-05-20 13:58:00,1
2019-05-20 14:01:00,2
2019-05-20 14:02:00,3
2019-05-20 14:03:00,1
2019-05-20 14:04:00,2
2019-05-20 14:12:00,1
2019-05-20 14:16:00,3
2019-05-20 14:17:00,2
2019-05-20 14:18:00,1
2019-05-20 14:19:00,1
2019-05-20 14:21:00,3
2019-05-20 14:29:00,2
2019-05-20 14:30:00,1
2019-05-20 14:31:00,2
2019-05-20 14:32:00,2
2019-05-20 14:33:00,1
2019-05-20 14:35:00,1
2019-05-20 14:36:00,2
2019-05-20 14:37:00,1
2019-05-20 14:39:00,2
2019-05-20 14:40:00,2
2019-05-20 14:41:00,1
2019-05-20 14:44:00,2
2019-05-20 14:46:00,1
2019-05-20 14:47:00,1
2019-05-20 14:49:00,1
2019-05-20 14:51:00,1
2019-05-20 14:52:00,2
2019-05-20 14:55:00,1
2019-05-20 14:56:00,1
2019-05-20 14:57:00,1
2019-05-20 14:58:00,1
2019-05-20 14:59:00,1
2019-05-20 15:00:00,1
2019-05-20 15:04:00,1
2019-05-20 15:05:00,2
2019-05-20 15:06:00,1
2019-05-20 15:07:00,1
2019-05-20 15:08:00,1
2019-05-20 15:09:00,2
2019-05-20 15:10:00,1
2019-05-20 15:11:00,2
2019-05-20 15:16:00,2
2019-05-20 15:17:00,2
2019-05-20 15:18:00,1
2019-05-20 15:23:00,1
2019-05-20 15:24:00,1
2019-05-20 15:25:00,2
2019-05-20 15:26:00,1
2019-05-20 15:27:00,1
2019-05-20 15:28:00,1
2019-05-20 15:29:00,1
2019-05-20 15:30:00,1
2019-05-20 15:31:00,1
2019-05-20 15:33:00,1
2019-05-20 15:34:00,1
2019-05-20 15:35:00,1
2019-05-20 15:36:00,1
2019-05-20 15:37:00,3
2019-05-20 15:38:00,2
2019-05-20 15:39:00,1
2019-05-20 15:40:00,1
2019-05-20 15:43:00,1
2019-05-20 15:44:00,1
2019-05-20 15:51:00,2
2019-05-20 15:52:00,2
2019-05-20 15:53:00,1
2019-05-20 15:54:00,2
2019-05-20 15:55:00,2
2019-05-20 15:57:00,1
2019-05-20 15:58:00,2
2019-05-20 16:01:00,1
2019-05-20 16:03:00,2
2019-05-20 16:04:00,1
2019-05-20 16:16:00,2
2019-05-20 16:19:00,2
2019-05-20 16:21:00,1
2019-05-20 16:22:00,2
2019-05-20 16:28:00,1
2019-05-20 16:31:00,2
2019-05-20 16:32:00,1
2019-05-20 16:33:00,2
2019-05-20 16:35:00,1
2019-05-20 16:37:00,1
2019-05-20 16:38:00,1
2019-05-20 16:39:00,1
2019-05-20 16:40:00,1
2019-05-20 16:42:00,1
2019-05-20 16:44:00,1
2019-05-20 16:45:00,1
2019-05-20 16:56:00,1
2019-05-20 16:57:00,3
2019-05-20 17:01:00,2
2019-05-20 17:02:00,1
2019-05-20 17:03:00,1
2019-05-20 17:04:00,1
2019-05-20 17:05:00,1
2019-05-20 17:14:00,2
2019-05-20 17:16:00,1
2019-05-20 17:18:00,1
2019-05-20 17:19:00,1
2019-05-20 17:21:00,1
2019-05-20 17:22:00,2
2019-05-20 17:23:00,1
2019-05-20 17:25:00,1
2019-05-20 17:38:00,2
2019-05-20 17:39:00,1
2019-05-20 17:40:00,1
2019-05-20 17:42:00,2
2019-05-20 17:43:00,2
2019-05-20 17:44:00,2
2019-05-20 17:46:00,1
2019-05-20 17:54:00,1
2019-05-20 17:55:00,3
2019-05-20 17:56:00,2
2019-05-20 17:57:00,2
2019-05-20 17:58:00,1
2019-05-20 17:59:00,3
2019-05-20 18:01:00,2
2019-05-20 18:03:00,1
2019-05-20 18:04:00,2
2019-05-20 18:16:00,1
2019-05-20 18:17:00,1
2019-05-20 18:20:00,2
2019-05-20 18:21:00,1
2019-05-20 18:22:00,3
2019-05-20 18:23:00,1
2019-05-20 18:25:00,2
2019-05-20 18:26:00,1
2019-05-20 18:29:00,1
2019-05-20 18:30:00,1
2019-05-20 18:31:00,1
2019-05-20 18:32:00,1
2019-05-20 18:33:00,1
2019-05-20 18:34:00,1
2019-05-20 18:36:00,1
2019-05-20 18:44:00,1
2019-05-20 18:47:00,3
2019-05-20 18:48:00,1
2019-05-20 19:01:00,1
2019-05-20 19:06:00,1
2019-05-20 19:07:00,1
2019-05-20 19:10:00,1
2019-05-20 19:11:00,1
2019-05-20 19:14:00,1
2019-05-20 19:16:00,1
2019-05-20 19:17:00,1
2019-05-20 19:18:00,2
2019-05-20 19:19:00,1
2019-05-20 19:20:00,1
2019-05-20 19:22:00,1
2019-05-20 19:23:00,1
2019-05-20 19:25:00,1
2019-05-20 19:26:00,1
2019-05-20 19:27:00,2
2019-05-20 19:28:00,1
2019-05-20 19:30:00,2
2019-05-20 19:31:00,1
2019-05-20 19:32:00,3
2019-05-20 19:33:00,1
2019-05-20 19:34:00,1
2019-05-20 19:36:00,1
2019-05-20 19:37:00,1
2019-05-20 19:39:00,2
2019-05-20 19:40:00,1
2019-05-20 19:43:00,1
2019-05-20 19:44:00,1
2019-05-20 19:46:00,2
2019-05-20 19:47:00,1
2019-05-20 19:48:00,1
2019-05-20 19:49:00,2
2019-05-20 19:51:00,2
2019-05-20 19:53:00,1
2019-05-20 20:07:00,1
2019-05-20 20:08:00,1
2019-05-20 20:11:00,1
2019-05-20 20:13:00,1
2019-05-20 20:14:00,1
2019-05-20 20:17:00,1
2019-05-20 20:19:00,1
2019-05-20 20:20:00,1
2019-05-20 20:22:00,1
2019-05-20 20:25:00,1
2019-05-20 20:28:00,2
2019-05-20 20:29:00,1
2019-05-20 20:40:00,1
2019-05-20 20:42:00,2
2019-05-20 20:43:00,1
2019-05-20 20:47:00,2
2019-05-20 20:49:00,1
2019-05-20 20:51:00,2
2019-05-20 20:53:00,2
2019-05-20 20:54:00,2
2019-05-20 20:55:00,1
2019-05-20 20:56:00,3
2019-05-20 20:57:00,2
2019-05-20 20:58:00,1
2019-05-20 21:00:00,1
2019-05-20 21:01:00,1
2019-05-20 21:02:00,1
2019-05-20 21:03:00,2
2019-05-20 21:04:00,1
2019-05-20 21:07:00,2
2019-05-20 21:08:00,1
2019-05-20 21:09:00,1
2019-05-20 21:10:00,1
2019-05-20 21:11:00,1
2019-05-20 21:13:00,1
2019-05-20 21:14:00,2
2019-05-20 21:16:00,2
2019-05-20 21:17:00,1
2019-05-20 21:18:00,1
2019-05-20 21:20:00,2
2019-05-20 21:22:00,2
2019-05-20 21:23:00,1
2019-05-20 21:24:00,2
2019-05-20 21:25:00,1
2019-05-20 21:27:00,3
2019-05-20 21:28:00,1
2019-05-20 21:29:00,1
2019-05-20 21:30:00,1
2019-05-20 21:31:00,1
2019-05-20 21:32:00,1
2019-05-20 21:33:00,1
2019-05-20 21:35:00,2
2019-05-20 21:36:00,3
2019-05-20 21:38:00,2
2019-05-20 21:40:00,2
2019-05-20 21:41:00,2
2019-05-20 21:42:00,1
2019-05-20 21:44:00,1
2019-05-20 21:45:00,2
2019-05-20 21:46:00,1
2019-05-20 21:47:00,1
2019-05-20 21:50:00,1
2019-05-20 21:53:00,1
2019-05-20 21:57:00,1
2019-05-20 21:58:00,1
2019-05-20 21:59:00,2
2019-05-20 22:00:00,1
2019-05-20 22:01:00,1
2019-05-20 22:02:00,1
2019-05-20 22:03:00,1
2019-05-20 22:05:00,1
2019-05-20 22:07:00,1
2019-05-20 22:08:00,1
2019-05-20 22:09:00,3
2019-05-20 22:10:00,1
2019-05-20 22:11:00,2
2019-05-20 22:13:00,1
2019-05-20 22:14:00,2
2019-05-20 22:15:00,1
2019-05-20 22:16:00,1
2019-05-20 22:17:00,2
2019-05-20 22:19:00,1
2019-05-20 22:20:00,1
2019-05-20 22:21:00,2
2019-05-20 22:22:00,1
2019-05-20 22:23:00,2
2019-05-20 22:24:00,1
2019-05-20 22:25:00,1
2019-05-20 22:26:00,1
2019-05-20 22:27:00,1
2019-05-20 22:28:00,2
2019-05-20 22:29:00,1
2019-05-20 22:30:00,1
