24,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-05-20 12:51:00,1
2019-05-20 13:47:00,1
2019-05-20 14:41:00,2
2019-05-20 15:30:00,1
2019-05-20 15:31:00,1
2019-05-20 16:03:00,1
2019-05-20 16:17:00,1
2019-05-20 16:44:00,1
2019-05-20 17:14:00,1
2019-05-20 17:15:00,2
2019-05-20 17:16:00,1
2019-05-20 17:17:00,2
2019-05-20 18:02:00,1
2019-05-20 20:04:00,1
2019-05-20 20:05:00,1
2019-05-20 20:06:00,1
2019-05-20 20:07:00,1
2019-05-20 22:31:00,1
2019-05-20 22:32:00,3
