1940,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-05-20 15:46:00,3
2019-05-20 18:22:00,14
2019-05-20 18:23:00,26
2019-05-20 18:24:00,29
2019-05-20 18:25:00,28
2019-05-20 18:26:00,28
2019-05-20 18:27:00,24
2019-05-20 18:28:00,25
2019-05-20 18:29:00,32
2019-05-20 18:30:00,36
2019-05-20 18:31:00,35
2019-05-20 18:32:00,42
2019-05-20 18:33:00,29
2019-05-20 18:34:00,28
2019-05-20 18:35:00,27
2019-05-20 18:36:00,31
2019-05-20 18:37:00,30
2019-05-20 18:38:00,30
2019-05-20 18:39:00,30
2019-05-20 18:40:00,30
2019-05-20 18:41:00,29
2019-05-20 18:42:00,31
2019-05-20 18:43:00,32
2019-05-20 18:44:00,33
2019-05-20 18:45:00,30
2019-05-20 18:46:00,32
2019-05-20 18:47:00,31
2019-05-20 18:48:00,10
2019-05-20 19:15:00,1
2019-05-20 20:26:00,1
2019-05-20 20:28:00,1
2019-05-20 20:30:00,1
2019-05-20 20:31:00,1
2019-05-20 20:32:00,1
2019-05-20 20:33:00,2
2019-05-20 20:34:00,1
2019-05-20 20:35:00,1
2019-05-20 20:37:00,3
2019-05-20 20:38:00,19
2019-05-20 20:39:00,40
2019-05-20 20:40:00,48
2019-05-20 20:41:00,26
2019-05-20 20:42:00,6
2019-05-20 20:43:00,2
2019-05-20 20:46:00,2
2019-05-20 20:47:00,1
2019-05-20 20:48:00,2
2019-05-20 20:50:00,1
2019-05-20 20:52:00,1
2019-05-20 20:53:00,1
2019-05-20 20:55:00,1
2019-05-20 22:07:00,11
2019-05-20 22:08:00,29
2019-05-20 22:09:00,29
2019-05-20 22:10:00,30
2019-05-20 22:11:00,30
2019-05-20 22:12:00,29
2019-05-20 22:13:00,32
2019-05-20 22:14:00,30
2019-05-20 22:15:00,30
2019-05-20 22:16:00,30
2019-05-20 22:17:00,31
2019-05-20 22:18:00,32
2019-05-20 22:19:00,31
2019-05-20 22:20:00,32
2019-05-20 22:21:00,31
2019-05-20 22:22:00,21
2019-05-20 22:23:00,1
2019-05-20 22:25:00,2
2019-05-20 22:45:00,22
2019-05-20 22:46:00,35
2019-05-20 22:47:00,38
2019-05-20 22:48:00,21
2019-05-20 23:01:00,31
2019-05-20 23:02:00,38
2019-05-20 23:03:00,41
2019-05-20 23:04:00,30
2019-05-20 23:10:00,12
2019-05-20 23:11:00,19
2019-05-20 23:13:00,26
2019-05-20 23:14:00,38
2019-05-20 23:15:00,38
2019-05-20 23:16:00,7
2019-05-20 23:23:00,26
2019-05-20 23:24:00,41
2019-05-20 23:25:00,42
2019-05-20 23:26:00,26
