31,select distinct parent from DBViewCols where viewname=&&&
2019-05-20 09:31:00,1
2019-05-20 11:10:00,1
2019-05-20 11:11:00,1
2019-05-20 11:15:00,2
2019-05-20 11:16:00,1
2019-05-20 11:18:00,1
2019-05-20 12:08:00,1
2019-05-20 12:54:00,1
2019-05-20 12:59:00,1
2019-05-20 13:16:00,2
2019-05-20 13:18:00,1
2019-05-20 13:48:00,1
2019-05-20 13:54:00,1
2019-05-20 14:15:00,1
2019-05-20 14:17:00,1
2019-05-20 16:36:00,1
2019-05-20 16:48:00,1
2019-05-20 16:55:00,1
2019-05-20 17:23:00,1
2019-05-20 18:39:00,1
2019-05-20 18:40:00,1
2019-05-20 18:41:00,1
2019-05-20 18:42:00,1
2019-05-20 18:57:00,1
2019-05-20 18:58:00,1
2019-05-20 19:57:00,1
2019-05-20 20:26:00,1
2019-05-20 20:27:00,1
2019-05-20 21:30:00,1
