185,"select s.ObjID, s.ra,s.dec,s.deVRad_r,s.deVAB_r,s.raErr,s.decErr,s.type,s.modelMag_u,s.modelMagErr_u,s.modelMag_g,s.modelMagErr_g,s.modelMag_r,s.modelMagErr_r,s.modelMag_i,s.modelMagErr_i,s.modelMag_z,s.modelMagErr_z from PhotoPrimary s, dbo.fGetNearbyObjEq(#,#,#) n where s.ObjID = n.ObjID AND s.mode = #"
2019-05-20 03:17:00,2
2019-05-20 03:20:00,1
2019-05-20 03:21:00,1
2019-05-20 03:23:00,1
2019-05-20 03:24:00,1
2019-05-20 03:26:00,2
2019-05-20 03:28:00,1
2019-05-20 03:29:00,1
2019-05-20 03:32:00,2
2019-05-20 03:36:00,2
2019-05-20 03:39:00,1
2019-05-20 03:40:00,1
2019-05-20 03:42:00,1
2019-05-20 03:43:00,1
2019-05-20 03:49:00,1
2019-05-20 03:51:00,1
2019-05-20 03:54:00,1
2019-05-20 03:55:00,1
2019-05-20 03:58:00,1
2019-05-20 03:59:00,1
2019-05-20 04:01:00,2
2019-05-20 04:05:00,2
2019-05-20 04:07:00,1
2019-05-20 04:08:00,1
2019-05-20 04:10:00,2
2019-05-20 04:13:00,2
2019-05-20 04:16:00,1
2019-05-20 04:17:00,1
2019-05-20 04:19:00,2
2019-05-20 04:23:00,2
2019-05-20 04:25:00,1
2019-05-20 04:26:00,1
2019-05-20 04:30:00,1
2019-05-20 04:31:00,1
2019-05-20 04:34:00,2
2019-05-20 04:37:00,2
2019-05-20 04:40:00,1
2019-05-20 04:41:00,1
2019-05-20 04:43:00,1
2019-05-20 04:44:00,1
2019-05-20 04:47:00,1
2019-05-20 04:48:00,1
2019-05-20 04:50:00,2
2019-05-20 04:53:00,2
2019-05-20 04:56:00,1
2019-05-20 04:58:00,1
2019-05-20 04:59:00,1
2019-05-20 05:01:00,1
2019-05-20 05:02:00,1
2019-05-20 05:05:00,1
2019-05-20 05:07:00,2
2019-05-20 05:10:00,1
2019-05-20 05:12:00,2
2019-05-20 05:15:00,1
2019-05-20 05:16:00,1
2019-05-20 05:18:00,1
2019-05-20 05:19:00,1
2019-05-20 05:23:00,2
2019-05-20 05:26:00,1
2019-05-20 05:31:00,2
2019-05-20 05:34:00,1
2019-05-20 05:35:00,1
2019-05-20 05:39:00,1
2019-05-20 05:40:00,1
2019-05-20 05:44:00,1
2019-05-20 05:45:00,1
2019-05-20 05:49:00,1
2019-05-20 05:50:00,1
2019-05-20 05:52:00,1
2019-05-20 05:53:00,1
2019-05-20 05:55:00,2
2019-05-20 05:58:00,1
2019-05-20 05:59:00,1
2019-05-20 06:02:00,2
2019-05-20 06:04:00,1
2019-05-20 06:05:00,1
2019-05-20 06:08:00,2
2019-05-20 06:11:00,1
2019-05-20 06:13:00,2
2019-05-20 12:31:00,2
2019-05-20 12:34:00,1
2019-05-20 12:36:00,1
2019-05-20 12:37:00,1
2019-05-20 12:39:00,1
2019-05-20 12:40:00,1
2019-05-20 12:42:00,2
2019-05-20 12:52:00,1
2019-05-20 12:54:00,1
2019-05-20 12:56:00,1
2019-05-20 12:57:00,1
2019-05-20 13:00:00,2
2019-05-20 13:03:00,1
2019-05-20 13:04:00,1
2019-05-20 13:06:00,2
2019-05-20 13:09:00,1
2019-05-20 13:12:00,1
2019-05-20 13:16:00,1
2019-05-20 13:18:00,2
2019-05-20 13:29:00,2
2019-05-20 13:32:00,1
2019-05-20 13:33:00,1
2019-05-20 13:36:00,2
2019-05-20 13:38:00,2
2019-05-20 13:41:00,1
2019-05-20 13:42:00,1
2019-05-20 13:44:00,2
2019-05-20 13:45:00,1
2019-05-20 13:47:00,2
2019-05-20 13:53:00,2
2019-05-20 14:23:00,2
2019-05-20 14:27:00,1
2019-05-20 14:28:00,1
2019-05-20 14:31:00,2
2019-05-20 14:38:00,1
2019-05-20 14:40:00,2
2019-05-20 14:43:00,2
2019-05-20 14:46:00,2
2019-05-20 14:49:00,1
2019-05-20 14:50:00,1
2019-05-20 14:55:00,1
2019-05-20 14:56:00,1
2019-05-20 14:57:00,1
2019-05-20 15:01:00,1
2019-05-20 15:02:00,1
2019-05-20 15:05:00,2
2019-05-20 15:23:00,1
2019-05-20 15:24:00,1
2019-05-20 15:26:00,1
2019-05-20 15:28:00,2
2019-05-20 15:30:00,1
2019-05-20 15:31:00,1
2019-05-20 15:33:00,2
2019-05-20 15:36:00,2
2019-05-20 15:39:00,2
2019-05-20 15:44:00,1
2019-05-20 15:45:00,1
2019-05-20 15:51:00,1
2019-05-20 15:54:00,1
2019-05-20 15:57:00,2
2019-05-20 15:59:00,1
2019-05-20 16:00:00,1
