295,select * from stellarMassFSPSGranEarlyDust where specObjId=#
2019-05-20 00:47:00,1
2019-05-20 00:49:00,1
2019-05-20 00:51:00,1
2019-05-20 00:52:00,1
2019-05-20 00:54:00,1
2019-05-20 00:56:00,1
2019-05-20 00:57:00,1
2019-05-20 00:59:00,1
2019-05-20 01:01:00,1
2019-05-20 01:02:00,1
2019-05-20 01:04:00,1
2019-05-20 01:06:00,1
2019-05-20 01:08:00,1
2019-05-20 01:09:00,1
2019-05-20 01:11:00,1
2019-05-20 01:13:00,1
2019-05-20 01:14:00,1
2019-05-20 01:16:00,1
2019-05-20 01:17:00,1
2019-05-20 01:18:00,1
2019-05-20 01:20:00,1
2019-05-20 01:21:00,1
2019-05-20 01:22:00,1
2019-05-20 01:24:00,1
2019-05-20 01:25:00,1
2019-05-20 01:26:00,1
2019-05-20 01:27:00,1
2019-05-20 01:29:00,1
2019-05-20 01:30:00,1
2019-05-20 01:32:00,1
2019-05-20 01:33:00,1
2019-05-20 01:34:00,1
2019-05-20 01:36:00,1
2019-05-20 01:37:00,1
2019-05-20 01:38:00,1
2019-05-20 01:40:00,1
2019-05-20 01:41:00,1
2019-05-20 01:42:00,1
2019-05-20 01:44:00,1
2019-05-20 01:45:00,1
2019-05-20 01:46:00,1
2019-05-20 01:48:00,1
2019-05-20 01:49:00,1
2019-05-20 01:51:00,1
2019-05-20 01:52:00,1
2019-05-20 01:53:00,1
2019-05-20 01:55:00,1
2019-05-20 01:56:00,1
2019-05-20 01:57:00,1
2019-05-20 01:59:00,1
2019-05-20 02:01:00,1
2019-05-20 02:02:00,1
2019-05-20 02:03:00,1
2019-05-20 02:04:00,1
2019-05-20 02:06:00,1
2019-05-20 02:07:00,1
2019-05-20 02:08:00,1
2019-05-20 02:10:00,1
2019-05-20 02:11:00,1
2019-05-20 02:12:00,1
2019-05-20 02:14:00,1
2019-05-20 02:15:00,1
2019-05-20 02:16:00,1
2019-05-20 02:18:00,1
2019-05-20 02:19:00,1
2019-05-20 02:21:00,1
2019-05-20 02:22:00,1
2019-05-20 02:23:00,1
2019-05-20 02:24:00,1
2019-05-20 02:26:00,1
2019-05-20 02:27:00,1
2019-05-20 02:28:00,1
2019-05-20 02:30:00,1
2019-05-20 02:31:00,1
2019-05-20 02:32:00,1
2019-05-20 02:34:00,1
2019-05-20 02:35:00,1
2019-05-20 02:36:00,1
2019-05-20 02:37:00,1
2019-05-20 02:38:00,1
2019-05-20 02:40:00,1
2019-05-20 02:41:00,1
2019-05-20 02:42:00,1
2019-05-20 02:43:00,1
2019-05-20 02:45:00,1
2019-05-20 02:47:00,1
2019-05-20 02:48:00,1
2019-05-20 02:50:00,1
2019-05-20 02:51:00,1
2019-05-20 02:52:00,1
2019-05-20 02:53:00,1
2019-05-20 02:54:00,1
2019-05-20 02:56:00,1
2019-05-20 02:58:00,1
2019-05-20 02:59:00,1
2019-05-20 03:00:00,1
2019-05-20 03:02:00,1
2019-05-20 03:03:00,1
2019-05-20 03:04:00,1
2019-05-20 03:05:00,1
2019-05-20 03:07:00,1
2019-05-20 03:08:00,1
2019-05-20 03:09:00,1
2019-05-20 03:10:00,1
2019-05-20 03:12:00,1
2019-05-20 03:13:00,1
2019-05-20 03:15:00,1
2019-05-20 03:16:00,1
2019-05-20 03:18:00,1
2019-05-20 03:19:00,1
2019-05-20 03:21:00,1
2019-05-20 03:22:00,1
2019-05-20 03:23:00,1
2019-05-20 03:24:00,1
2019-05-20 03:25:00,1
2019-05-20 03:27:00,1
2019-05-20 03:28:00,1
2019-05-20 03:29:00,1
2019-05-20 03:30:00,1
2019-05-20 03:32:00,1
2019-05-20 03:33:00,1
2019-05-20 03:35:00,1
2019-05-20 03:36:00,1
2019-05-20 03:37:00,1
2019-05-20 03:39:00,1
2019-05-20 03:40:00,1
2019-05-20 03:42:00,1
2019-05-20 03:43:00,1
2019-05-20 03:44:00,1
2019-05-20 03:46:00,1
2019-05-20 03:47:00,1
2019-05-20 03:48:00,1
2019-05-20 03:49:00,1
2019-05-20 03:51:00,1
2019-05-20 03:52:00,1
2019-05-20 03:53:00,1
2019-05-20 03:55:00,1
2019-05-20 03:56:00,1
2019-05-20 03:57:00,1
2019-05-20 03:58:00,1
2019-05-20 03:59:00,1
2019-05-20 04:01:00,1
2019-05-20 04:02:00,1
2019-05-20 04:03:00,1
2019-05-20 04:04:00,1
2019-05-20 04:05:00,1
2019-05-20 04:07:00,1
2019-05-20 04:08:00,1
2019-05-20 04:14:00,1
2019-05-20 04:23:00,1
2019-05-20 04:25:00,1
2019-05-20 04:29:00,1
2019-05-20 04:31:00,1
2019-05-20 04:50:00,1
2019-05-20 04:52:00,1
