25,select * from SpecObjAll where specObjId=#
2019-02-12 00:04:00,1
2019-02-12 00:52:00,1
2019-02-12 02:18:00,1
2019-02-12 02:40:00,1
2019-02-12 03:07:00,1
2019-02-12 04:56:00,1
2019-02-12 06:02:00,1
2019-02-12 06:31:00,1
2019-02-12 06:46:00,1
2019-02-12 09:24:00,1
2019-02-12 09:33:00,1
2019-02-12 12:38:00,1
2019-02-12 14:59:00,1
2019-02-12 15:20:00,1
2019-02-12 15:46:00,1
2019-02-12 16:14:00,1
2019-02-12 16:50:00,1
2019-02-12 16:51:00,1
2019-02-12 18:01:00,1
2019-02-12 18:39:00,1
2019-02-12 19:24:00,1
2019-02-12 19:47:00,1
2019-02-12 19:58:00,1
2019-02-12 23:10:00,1
2019-02-12 23:19:00,1
