9897,"SELECT DISTINCT TOP # p.run, p.rerun, p.camcol, max(p.field) as &&&, max(p.ra) as &&&, max(p.dec) as &&& FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) GROUP BY p.run, p.rerun, p.camcol"
2019-02-12 00:00:00,8
2019-02-12 00:01:00,1
2019-02-12 00:02:00,3
2019-02-12 00:03:00,4
2019-02-12 00:07:00,10
2019-02-12 00:09:00,1
2019-02-12 00:17:00,4
2019-02-12 00:19:00,1
2019-02-12 00:20:00,1
2019-02-12 00:26:00,4
2019-02-12 00:27:00,7
2019-02-12 00:28:00,1
2019-02-12 00:32:00,2
2019-02-12 00:33:00,1
2019-02-12 00:34:00,15
2019-02-12 00:35:00,6
2019-02-12 00:36:00,5
2019-02-12 00:37:00,3
2019-02-12 00:38:00,1
2019-02-12 00:43:00,13
2019-02-12 00:44:00,1
2019-02-12 00:45:00,8
2019-02-12 00:46:00,6
2019-02-12 00:48:00,8
2019-02-12 00:49:00,1
2019-02-12 00:57:00,1
2019-02-12 01:01:00,3
2019-02-12 01:02:00,1
2019-02-12 01:03:00,10
2019-02-12 01:04:00,1
2019-02-12 01:06:00,6
2019-02-12 01:07:00,1
2019-02-12 01:09:00,8
2019-02-12 01:10:00,8
2019-02-12 01:11:00,4
2019-02-12 01:12:00,14
2019-02-12 01:13:00,1
2019-02-12 01:14:00,7
2019-02-12 01:16:00,11
2019-02-12 01:17:00,6
2019-02-12 01:18:00,1
2019-02-12 01:19:00,1
2019-02-12 01:20:00,3
2019-02-12 01:21:00,17
2019-02-12 01:22:00,5
2019-02-12 01:23:00,1
2019-02-12 01:31:00,1
2019-02-12 01:35:00,2
2019-02-12 01:37:00,1
2019-02-12 01:42:00,1
2019-02-12 01:50:00,1
2019-02-12 01:54:00,8
2019-02-12 01:55:00,4
2019-02-12 01:56:00,4
2019-02-12 01:57:00,13
2019-02-12 01:58:00,1
2019-02-12 02:01:00,7
2019-02-12 02:02:00,3
2019-02-12 02:03:00,3
2019-02-12 02:04:00,1
2019-02-12 02:12:00,6
2019-02-12 02:13:00,1
2019-02-12 02:18:00,1
2019-02-12 02:19:00,3
2019-02-12 02:20:00,5
2019-02-12 02:21:00,6
2019-02-12 02:24:00,1
2019-02-12 02:25:00,1
2019-02-12 02:26:00,1
2019-02-12 02:27:00,1
2019-02-12 02:28:00,7
2019-02-12 02:29:00,1
2019-02-12 02:33:00,3
2019-02-12 02:34:00,2
2019-02-12 02:35:00,9
2019-02-12 02:36:00,1
2019-02-12 02:44:00,1
2019-02-12 02:45:00,9
2019-02-12 02:46:00,1
2019-02-12 02:48:00,2
2019-02-12 02:54:00,10
2019-02-12 02:55:00,1
2019-02-12 02:56:00,13
2019-02-12 03:00:00,2
2019-02-12 03:01:00,2
2019-02-12 03:04:00,1
2019-02-12 03:06:00,1
2019-02-12 03:08:00,2
2019-02-12 03:09:00,1
2019-02-12 03:10:00,5
2019-02-12 03:11:00,6
2019-02-12 03:12:00,4
2019-02-12 03:13:00,5
2019-02-12 03:15:00,5
2019-02-12 03:16:00,13
2019-02-12 03:17:00,4
2019-02-12 03:18:00,1
2019-02-12 03:19:00,7
2019-02-12 03:21:00,6
2019-02-12 03:22:00,11
2019-02-12 03:23:00,7
2019-02-12 03:24:00,4
2019-02-12 03:25:00,1
2019-02-12 03:33:00,5
2019-02-12 03:34:00,2
2019-02-12 03:35:00,1
2019-02-12 03:36:00,6
2019-02-12 03:37:00,4
2019-02-12 03:38:00,2
2019-02-12 03:44:00,9
2019-02-12 03:45:00,1
2019-02-12 03:51:00,1
2019-02-12 03:54:00,4
2019-02-12 04:01:00,9
2019-02-12 04:02:00,1
2019-02-12 04:03:00,1
2019-02-12 04:04:00,2
2019-02-12 04:05:00,1
2019-02-12 04:12:00,1
2019-02-12 04:13:00,2
2019-02-12 04:18:00,1
2019-02-12 04:19:00,1
2019-02-12 04:20:00,3
2019-02-12 04:22:00,9
2019-02-12 04:29:00,2
2019-02-12 04:36:00,3
2019-02-12 04:37:00,4
2019-02-12 04:38:00,1
2019-02-12 04:39:00,1
2019-02-12 04:46:00,2
2019-02-12 04:47:00,2
2019-02-12 04:48:00,1
2019-02-12 04:51:00,1
2019-02-12 04:52:00,2
2019-02-12 04:54:00,1
2019-02-12 05:00:00,1
2019-02-12 05:01:00,1
2019-02-12 05:08:00,4
