93,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-02-12 00:01:00,1
2019-02-12 02:31:00,1
2019-02-12 03:01:00,1
2019-02-12 11:01:00,5
2019-02-12 11:31:00,1
2019-02-12 12:02:00,3
2019-02-12 12:31:00,1
2019-02-12 13:01:00,1
2019-02-12 14:02:00,6
2019-02-12 14:03:00,4
2019-02-12 14:31:00,4
2019-02-12 14:32:00,11
2019-02-12 15:01:00,2
2019-02-12 15:02:00,9
2019-02-12 15:32:00,7
2019-02-12 16:01:00,2
2019-02-12 16:02:00,5
2019-02-12 18:32:00,2
2019-02-12 19:01:00,2
2019-02-12 21:31:00,3
2019-02-12 22:01:00,3
2019-02-12 22:31:00,7
2019-02-12 22:32:00,3
2019-02-12 23:01:00,8
2019-02-12 23:02:00,1
