3,select * from PhotoObjAll where objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = # or objID = #
2019-02-12 17:54:00,1
2019-02-12 17:55:00,2
