29,select * from SpecLineIndex where specObjId=#
2019-02-12 01:01:00,1
2019-02-12 01:34:00,1
2019-02-12 01:41:00,1
2019-02-12 02:01:00,1
2019-02-12 02:41:00,1
2019-02-12 03:07:00,1
2019-02-12 04:39:00,1
2019-02-12 04:42:00,1
2019-02-12 08:12:00,1
2019-02-12 09:22:00,1
2019-02-12 09:24:00,1
2019-02-12 09:26:00,1
2019-02-12 09:41:00,2
2019-02-12 10:20:00,1
2019-02-12 11:01:00,1
2019-02-12 13:16:00,1
2019-02-12 13:45:00,1
2019-02-12 13:46:00,1
2019-02-12 13:48:00,1
2019-02-12 14:18:00,1
2019-02-12 14:40:00,1
2019-02-12 16:21:00,1
2019-02-12 19:47:00,1
2019-02-12 21:35:00,1
2019-02-12 23:19:00,1
2019-02-12 23:38:00,1
2019-02-12 23:47:00,1
2019-02-12 23:55:00,1
