10225,"select psfSigma1_z, psfSigma2_z, psfB_z, psfP0_z, psfBeta_z, psfSigmaP_z, psfSigma1_u, psfSigma2_u, psfB_u, psfP0_u, psfBeta_u, psfSigmaP_u, psfSigma1_g, psfSigma2_g, psfB_g, psfP0_g, psfBeta_g, psfSigmaP_g, psfSigma1_r, psfSigma2_r, psfB_r, psfP0_r, psfBeta_r, psfSigmaP_r, psfSigma1_i, psfSigma2_i, psfB_i, psfP0_i, psfBeta_i, psfSigmaP_i from Field where run = # and rerun = # and camcol = # and field = #"
2019-02-12 00:00:00,10
2019-02-12 00:01:00,10
2019-02-12 00:02:00,15
2019-02-12 00:03:00,5
2019-02-12 00:06:00,15
2019-02-12 00:07:00,5
2019-02-12 00:08:00,9
2019-02-12 00:09:00,1
2019-02-12 00:16:00,15
2019-02-12 00:17:00,35
2019-02-12 00:18:00,12
2019-02-12 00:20:00,20
2019-02-12 00:25:00,29
2019-02-12 00:26:00,21
2019-02-12 00:27:00,10
2019-02-12 00:28:00,5
2019-02-12 00:30:00,4
2019-02-12 00:31:00,46
2019-02-12 00:32:00,10
2019-02-12 00:33:00,15
2019-02-12 00:34:00,5
2019-02-12 00:35:00,4
2019-02-12 00:36:00,6
2019-02-12 00:37:00,14
2019-02-12 00:38:00,6
2019-02-12 00:41:00,1
2019-02-12 00:42:00,49
2019-02-12 00:43:00,5
2019-02-12 00:44:00,5
2019-02-12 00:45:00,20
2019-02-12 00:47:00,20
2019-02-12 00:48:00,5
2019-02-12 00:49:00,10
2019-02-12 00:56:00,47
2019-02-12 00:57:00,3
2019-02-12 01:00:00,22
2019-02-12 01:01:00,13
2019-02-12 01:02:00,5
2019-02-12 01:03:00,5
2019-02-12 01:06:00,15
2019-02-12 01:07:00,5
2019-02-12 01:08:00,25
2019-02-12 01:09:00,7
2019-02-12 01:10:00,13
2019-02-12 01:11:00,10
2019-02-12 01:12:00,5
2019-02-12 01:13:00,10
2019-02-12 01:14:00,15
2019-02-12 01:15:00,12
2019-02-12 01:16:00,8
2019-02-12 01:17:00,10
2019-02-12 01:18:00,10
2019-02-12 01:19:00,15
2019-02-12 01:20:00,5
2019-02-12 01:21:00,10
2019-02-12 01:22:00,5
2019-02-12 01:23:00,10
2019-02-12 01:30:00,28
2019-02-12 01:31:00,22
2019-02-12 01:34:00,38
2019-02-12 01:35:00,17
2019-02-12 01:37:00,10
2019-02-12 01:41:00,30
2019-02-12 01:49:00,45
2019-02-12 01:50:00,5
2019-02-12 01:53:00,50
2019-02-12 01:54:00,5
2019-02-12 01:55:00,5
2019-02-12 01:56:00,20
2019-02-12 01:57:00,10
2019-02-12 01:58:00,5
2019-02-12 02:00:00,5
2019-02-12 02:01:00,15
2019-02-12 02:02:00,10
2019-02-12 02:03:00,15
2019-02-12 02:04:00,10
2019-02-12 02:11:00,12
2019-02-12 02:12:00,38
2019-02-12 02:13:00,5
2019-02-12 02:17:00,33
2019-02-12 02:18:00,2
2019-02-12 02:19:00,15
2019-02-12 02:20:00,16
2019-02-12 02:21:00,9
2019-02-12 02:24:00,30
2019-02-12 02:25:00,15
2019-02-12 02:26:00,10
2019-02-12 02:27:00,10
2019-02-12 02:28:00,14
2019-02-12 02:29:00,6
2019-02-12 02:31:00,4
2019-02-12 02:32:00,46
2019-02-12 02:33:00,5
2019-02-12 02:34:00,15
2019-02-12 02:35:00,10
2019-02-12 02:36:00,5
2019-02-12 02:43:00,15
2019-02-12 02:44:00,35
2019-02-12 02:45:00,10
2019-02-12 02:46:00,15
2019-02-12 02:47:00,13
2019-02-12 02:48:00,2
2019-02-12 02:53:00,35
2019-02-12 02:54:00,15
2019-02-12 02:55:00,10
2019-02-12 02:56:00,10
2019-02-12 02:59:00,26
2019-02-12 03:00:00,24
2019-02-12 03:01:00,5
2019-02-12 03:02:00,4
2019-02-12 03:03:00,11
2019-02-12 03:05:00,9
2019-02-12 03:06:00,6
2019-02-12 03:07:00,10
2019-02-12 03:08:00,5
2019-02-12 03:09:00,10
2019-02-12 03:10:00,10
2019-02-12 03:11:00,5
2019-02-12 03:12:00,15
2019-02-12 03:13:00,5
2019-02-12 03:14:00,15
2019-02-12 03:16:00,20
2019-02-12 03:17:00,7
2019-02-12 03:18:00,18
2019-02-12 03:19:00,5
2019-02-12 03:20:00,20
2019-02-12 03:21:00,6
2019-02-12 03:22:00,9
2019-02-12 03:23:00,5
2019-02-12 03:24:00,20
2019-02-12 03:25:00,5
2019-02-12 03:32:00,14
2019-02-12 03:33:00,36
2019-02-12 03:34:00,6
2019-02-12 03:35:00,19
2019-02-12 03:36:00,10
2019-02-12 03:37:00,11
2019-02-12 03:38:00,4
2019-02-12 03:43:00,50
2019-02-12 03:44:00,5
2019-02-12 03:45:00,5
2019-02-12 03:50:00,47
2019-02-12 03:51:00,3
2019-02-12 03:53:00,12
2019-02-12 03:54:00,23
2019-02-12 04:00:00,19
2019-02-12 04:01:00,31
2019-02-12 04:02:00,5
2019-02-12 04:03:00,15
2019-02-12 04:04:00,15
2019-02-12 04:05:00,10
2019-02-12 04:11:00,30
2019-02-12 04:12:00,20
2019-02-12 04:13:00,15
2019-02-12 04:18:00,30
2019-02-12 04:19:00,10
2019-02-12 04:20:00,5
2019-02-12 04:21:00,20
2019-02-12 04:22:00,5
2019-02-12 04:27:00,2
2019-02-12 04:28:00,48
2019-02-12 04:29:00,5
2019-02-12 04:35:00,35
2019-02-12 04:36:00,15
2019-02-12 04:37:00,15
2019-02-12 04:38:00,5
2019-02-12 04:39:00,15
2019-02-12 04:45:00,24
2019-02-12 04:46:00,26
2019-02-12 04:47:00,15
2019-02-12 04:50:00,8
2019-02-12 04:51:00,42
2019-02-12 04:52:00,10
2019-02-12 04:53:00,10
2019-02-12 04:59:00,14
2019-02-12 05:00:00,36
2019-02-12 05:01:00,10
2019-02-12 05:07:00,25
2019-02-12 05:08:00,25
2019-02-12 05:09:00,10
2019-02-12 05:11:00,20
2019-02-12 05:12:00,5
2019-02-12 05:17:00,41
2019-02-12 05:18:00,9
2019-02-12 05:23:00,49
2019-02-12 05:24:00,6
2019-02-12 05:30:00,8
2019-02-12 05:31:00,30
2019-02-12 05:32:00,12
2019-02-12 05:33:00,5
2019-02-12 05:35:00,5
2019-02-12 05:36:00,6
2019-02-12 05:37:00,14
2019-02-12 05:38:00,20
2019-02-12 05:39:00,5
2019-02-12 05:46:00,50
2019-02-12 05:49:00,5
2019-02-12 05:50:00,45
2019-02-12 05:51:00,10
2019-02-12 05:52:00,10
2019-02-12 05:53:00,10
2019-02-12 05:54:00,10
2019-02-12 05:58:00,12
2019-02-12 05:59:00,18
2019-02-12 06:01:00,15
2019-02-12 06:02:00,5
2019-02-12 06:03:00,15
2019-02-12 06:04:00,10
2019-02-12 06:05:00,5
2019-02-12 06:06:00,20
2019-02-12 06:07:00,15
2019-02-12 06:09:00,25
2019-02-12 06:10:00,10
2019-02-12 06:17:00,29
2019-02-12 06:18:00,21
2019-02-12 06:24:00,27
2019-02-12 06:25:00,23
2019-02-12 06:26:00,15
2019-02-12 06:27:00,5
2019-02-12 06:30:00,35
2019-02-12 06:31:00,15
2019-02-12 06:32:00,10
2019-02-12 06:33:00,15
2019-02-12 06:34:00,5
2019-02-12 06:35:00,15
2019-02-12 06:36:00,5
2019-02-12 06:37:00,15
2019-02-12 06:38:00,5
2019-02-12 06:39:00,15
2019-02-12 06:45:00,40
2019-02-12 06:47:00,20
2019-02-12 06:50:00,27
2019-02-12 06:51:00,23
2019-02-12 06:52:00,10
2019-02-12 06:53:00,10
2019-02-12 06:54:00,15
2019-02-12 06:55:00,15
2019-02-12 06:56:00,5
2019-02-12 06:57:00,20
2019-02-12 07:01:00,30
2019-02-12 07:06:00,24
2019-02-12 07:07:00,5
2019-02-12 07:13:00,27
2019-02-12 07:14:00,23
2019-02-12 07:19:00,50
2019-02-12 07:23:00,50
2019-02-12 07:24:00,5
2019-02-12 07:25:00,8
2019-02-12 07:26:00,17
2019-02-12 07:27:00,5
2019-02-12 07:28:00,10
2019-02-12 07:31:00,44
2019-02-12 07:32:00,6
2019-02-12 07:40:00,48
2019-02-12 07:41:00,7
2019-02-12 07:42:00,10
2019-02-12 07:43:00,15
2019-02-12 07:46:00,6
2019-02-12 07:47:00,44
2019-02-12 07:48:00,10
2019-02-12 07:49:00,5
2019-02-12 07:50:00,20
2019-02-12 07:51:00,10
2019-02-12 07:56:00,7
2019-02-12 07:57:00,43
2019-02-12 07:58:00,9
2019-02-12 07:59:00,11
2019-02-12 08:00:00,10
2019-02-12 08:01:00,10
2019-02-12 08:02:00,5
2019-02-12 08:03:00,15
2019-02-12 08:04:00,5
2019-02-12 08:07:00,43
2019-02-12 08:08:00,7
2019-02-12 08:09:00,15
2019-02-12 08:17:00,50
2019-02-12 08:25:00,43
2019-02-12 08:26:00,12
2019-02-12 08:27:00,15
2019-02-12 08:28:00,10
2019-02-12 08:31:00,15
2019-02-12 08:32:00,6
2019-02-12 08:33:00,9
2019-02-12 08:40:00,50
2019-02-12 08:42:00,15
2019-02-12 08:48:00,29
2019-02-12 08:49:00,21
2019-02-12 08:56:00,42
2019-02-12 08:57:00,9
2019-02-12 08:58:00,13
2019-02-12 08:59:00,13
2019-02-12 09:00:00,7
2019-02-12 09:02:00,1
2019-02-12 09:03:00,49
2019-02-12 09:04:00,5
2019-02-12 09:05:00,10
2019-02-12 09:06:00,9
2019-02-12 09:10:00,16
2019-02-12 09:11:00,34
2019-02-12 09:12:00,1
2019-02-12 09:13:00,19
2019-02-12 09:18:00,1
2019-02-12 09:19:00,44
2019-02-12 09:22:00,11
2019-02-12 09:23:00,39
2019-02-12 09:24:00,13
2019-02-12 09:25:00,2
2019-02-12 09:27:00,6
2019-02-12 09:28:00,44
2019-02-12 09:29:00,10
2019-02-12 09:30:00,5
2019-02-12 09:31:00,15
2019-02-12 09:32:00,10
2019-02-12 09:35:00,15
2019-02-12 09:40:00,50
2019-02-12 09:46:00,5
2019-02-12 09:47:00,30
2019-02-12 09:48:00,10
2019-02-12 09:55:00,50
2019-02-12 09:56:00,5
2019-02-12 09:57:00,15
2019-02-12 09:58:00,15
2019-02-12 09:59:00,10
2019-02-12 10:02:00,22
2019-02-12 10:03:00,28
2019-02-12 10:04:00,10
2019-02-12 10:05:00,15
2019-02-12 10:06:00,10
2019-02-12 10:07:00,10
2019-02-12 10:08:00,14
2019-02-12 10:14:00,50
2019-02-12 10:16:00,16
2019-02-12 10:17:00,10
2019-02-12 10:18:00,13
2019-02-12 10:19:00,7
2019-02-12 10:20:00,20
2019-02-12 10:21:00,10
2019-02-12 10:22:00,15
2019-02-12 10:24:00,20
2019-02-12 10:25:00,10
2019-02-12 10:26:00,20
2019-02-12 10:27:00,5
2019-02-12 10:28:00,10
2019-02-12 10:34:00,40
2019-02-12 10:35:00,5
2019-02-12 10:36:00,10
2019-02-12 10:37:00,4
2019-02-12 10:38:00,11
2019-02-12 10:39:00,10
2019-02-12 10:40:00,15
2019-02-12 10:41:00,5
2019-02-12 10:42:00,10
2019-02-12 10:43:00,11
2019-02-12 10:44:00,14
2019-02-12 10:45:00,10
2019-02-12 10:51:00,12
2019-02-12 10:52:00,28
2019-02-12 10:53:00,5
2019-02-12 10:54:00,10
2019-02-12 10:57:00,35
2019-02-12 10:58:00,15
2019-02-12 10:59:00,10
2019-02-12 11:00:00,15
2019-02-12 11:02:00,15
2019-02-12 11:04:00,15
2019-02-12 11:05:00,7
2019-02-12 11:07:00,26
2019-02-12 11:09:00,10
2019-02-12 11:10:00,15
2019-02-12 11:11:00,15
2019-02-12 11:18:00,16
2019-02-12 11:19:00,35
2019-02-12 11:20:00,10
2019-02-12 11:21:00,10
2019-02-12 11:29:00,43
2019-02-12 11:30:00,8
2019-02-12 11:31:00,10
2019-02-12 11:32:00,15
2019-02-12 11:33:00,5
2019-02-12 11:34:00,10
2019-02-12 11:37:00,51
2019-02-12 11:39:00,15
2019-02-12 11:40:00,5
2019-02-12 11:42:00,20
2019-02-12 11:47:00,30
2019-02-12 11:48:00,10
2019-02-12 11:49:00,5
2019-02-12 11:50:00,15
2019-02-12 11:51:00,13
2019-02-12 11:52:00,7
2019-02-12 11:53:00,5
2019-02-12 11:58:00,33
2019-02-12 11:59:00,17
2019-02-12 12:00:00,10
2019-02-12 12:03:00,47
2019-02-12 12:04:00,8
2019-02-12 12:05:00,5
2019-02-12 12:08:00,25
2019-02-12 12:09:00,2
2019-02-12 12:10:00,5
2019-02-12 12:11:00,8
2019-02-12 12:12:00,15
2019-02-12 12:13:00,7
2019-02-12 12:15:00,15
2019-02-12 12:16:00,5
2019-02-12 12:17:00,1
2019-02-12 12:18:00,15
2019-02-12 12:20:00,15
2019-02-12 12:21:00,10
2019-02-12 12:22:00,5
2019-02-12 12:23:00,10
2019-02-12 12:26:00,6
2019-02-12 12:27:00,44
2019-02-12 12:29:00,15
2019-02-12 12:33:00,50
2019-02-12 12:36:00,20
2019-02-12 12:43:00,42
2019-02-12 12:44:00,8
2019-02-12 12:48:00,15
2019-02-12 12:49:00,35
2019-02-12 12:50:00,10
2019-02-12 12:52:00,10
2019-02-12 12:53:00,5
2019-02-12 12:56:00,50
2019-02-12 13:02:00,37
2019-02-12 13:03:00,13
2019-02-12 13:04:00,10
2019-02-12 13:05:00,10
2019-02-12 13:06:00,20
2019-02-12 13:13:00,8
2019-02-12 13:14:00,42
2019-02-12 13:16:00,1
2019-02-12 13:17:00,14
2019-02-12 13:23:00,8
2019-02-12 13:24:00,43
2019-02-12 13:25:00,10
2019-02-12 13:26:00,5
2019-02-12 13:29:00,17
2019-02-12 13:30:00,5
2019-02-12 13:31:00,13
2019-02-12 13:36:00,3
2019-02-12 13:37:00,47
2019-02-12 13:38:00,5
2019-02-12 13:39:00,10
2019-02-12 13:40:00,15
2019-02-12 13:41:00,10
2019-02-12 13:45:00,13
2019-02-12 13:46:00,38
2019-02-12 13:47:00,15
2019-02-12 13:48:00,9
2019-02-12 13:49:00,11
2019-02-12 13:50:00,5
2019-02-12 13:51:00,5
