3,"SELECT TOP #  p.run,p.rerun,p.camCol,p.field,p.obj  FROM ..PhotoObj AS p  WHERE (p.i - p.z) > # AND (p.i - p.z) < # AND p.u > #"
2019-02-12 08:56:00,1
2019-02-12 20:22:00,1
2019-02-12 22:35:00,1
