2,"SELECT TOP #  s.plate,s.mjd,s.fiberid  FROM ..SpecObj as s  JOIN dbo.fGetNearbySpecObjEq(#,#,#) AS b ON b.SpecobjID = S.SpecobjID  JOIN PhotoObj AS p ON s.bestobjid=p.objid  WHERE s.zWarning = # AND p.petroMag_u > # AND p.petroMag_g > # AND p.petroMag_r > # AND p.petroMag_i > # AND p.petroMag_z > # AND p.petroMag_u < # AND p.petroMag_g < # AND p.petroMag_r < # AND p.petroMag_i < # AND p.petroMag_z < # AND (p.flags & (dbo.fPhotoFlags(&&&)) > #)"
2019-12-01 02:50:00,1
2019-12-01 02:51:00,1
