75,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-12-01 00:16:00,9
2019-12-01 00:46:00,1
2019-12-01 01:45:00,1
2019-12-01 02:45:00,1
2019-12-01 03:17:00,1
2019-12-01 03:28:00,1
2019-12-01 03:38:00,9
2019-12-01 03:45:00,1
2019-12-01 03:47:00,1
2019-12-01 04:28:00,1
2019-12-01 04:39:00,3
2019-12-01 04:45:00,1
2019-12-01 04:53:00,3
2019-12-01 05:03:00,3
2019-12-01 05:45:00,1
2019-12-01 06:45:00,1
2019-12-01 07:45:00,1
2019-12-01 08:05:00,1
2019-12-01 08:15:00,1
2019-12-01 08:34:00,1
2019-12-01 08:44:00,1
2019-12-01 09:06:00,1
2019-12-01 09:45:00,1
2019-12-01 09:46:00,1
2019-12-01 09:47:00,8
2019-12-01 09:48:00,1
2019-12-01 09:49:00,1
2019-12-01 10:45:00,1
2019-12-01 11:18:00,8
2019-12-01 11:19:00,1
2019-12-01 11:45:00,1
2019-12-01 12:45:00,1
2019-12-01 13:45:00,1
2019-12-01 14:24:00,1
2019-12-01 14:45:00,1
2019-12-01 15:45:00,1
2019-12-01 16:46:00,1
2019-12-01 17:45:00,1
2019-12-01 18:46:00,1
