38,select * from fDocFunctionParams(&&&)
2019-12-01 00:39:00,1
2019-12-01 01:52:00,1
2019-12-01 04:01:00,3
2019-12-01 04:24:00,1
2019-12-01 04:59:00,3
2019-12-01 05:13:00,1
2019-12-01 05:54:00,1
2019-12-01 05:57:00,3
2019-12-01 06:50:00,1
2019-12-01 07:30:00,1
2019-12-01 09:21:00,1
2019-12-01 10:52:00,1
2019-12-01 10:59:00,2
2019-12-01 12:03:00,2
2019-12-01 13:59:00,2
2019-12-01 14:12:00,2
2019-12-01 14:43:00,2
2019-12-01 14:58:00,1
2019-12-01 16:53:00,2
2019-12-01 17:11:00,1
2019-12-01 19:28:00,1
2019-12-01 21:38:00,3
2019-12-01 23:47:00,2
