2,"SELECT     s.specObjID, s.bestObjID into  mydb.emplib1miss from dbo.SpecObj as s, mydb.MyTable_# as o   WHERE s.specObjID = o.specObjID"
2019-12-01 12:31:00,1
2019-12-01 12:45:00,1
