33,select * from galSpecLine where specObjId=#
2019-12-01 01:43:00,1
2019-12-01 02:25:00,1
2019-12-01 04:33:00,1
2019-12-01 06:07:00,1
2019-12-01 09:16:00,1
2019-12-01 09:17:00,1
2019-12-01 09:38:00,1
2019-12-01 10:41:00,1
2019-12-01 10:51:00,1
2019-12-01 10:52:00,1
2019-12-01 11:18:00,1
2019-12-01 11:46:00,1
2019-12-01 12:00:00,1
2019-12-01 12:48:00,1
2019-12-01 13:11:00,1
2019-12-01 13:54:00,1
2019-12-01 15:10:00,1
2019-12-01 15:15:00,1
2019-12-01 15:20:00,1
2019-12-01 15:41:00,1
2019-12-01 16:46:00,1
2019-12-01 17:07:00,1
2019-12-01 17:23:00,1
2019-12-01 17:34:00,1
2019-12-01 19:20:00,1
2019-12-01 19:33:00,1
2019-12-01 20:37:00,1
2019-12-01 20:46:00,1
2019-12-01 21:39:00,1
2019-12-01 21:40:00,1
2019-12-01 22:11:00,1
2019-12-01 23:03:00,1
2019-12-01 23:10:00,1
