2928,select * from sqllogall2#_#_#h_to_#_#h where mm = # and dd = # and hh = #
2019-12-01 09:44:00,22
2019-12-01 09:45:00,33
2019-12-01 09:46:00,28
2019-12-01 09:47:00,27
2019-12-01 09:48:00,18
2019-12-01 09:49:00,16
2019-12-01 09:50:00,17
2019-12-01 09:51:00,20
2019-12-01 09:52:00,19
2019-12-01 09:53:00,19
2019-12-01 09:54:00,18
2019-12-01 09:55:00,16
2019-12-01 09:56:00,16
2019-12-01 09:57:00,15
2019-12-01 09:58:00,16
2019-12-01 09:59:00,15
2019-12-01 10:00:00,15
2019-12-01 10:01:00,15
2019-12-01 10:02:00,14
2019-12-01 10:03:00,1
2019-12-01 10:18:00,2
2019-12-01 10:19:00,32
2019-12-01 10:20:00,29
2019-12-01 10:21:00,28
2019-12-01 10:22:00,26
2019-12-01 10:23:00,24
2019-12-01 10:24:00,23
2019-12-01 10:25:00,21
2019-12-01 10:26:00,20
2019-12-01 10:27:00,20
2019-12-01 10:28:00,19
2019-12-01 10:29:00,19
2019-12-01 10:30:00,19
2019-12-01 10:31:00,17
2019-12-01 10:32:00,18
2019-12-01 10:33:00,17
2019-12-01 10:34:00,17
2019-12-01 10:35:00,9
2019-12-01 13:40:00,23
2019-12-01 13:41:00,32
2019-12-01 13:42:00,29
2019-12-01 13:43:00,27
2019-12-01 13:44:00,24
2019-12-01 13:45:00,25
2019-12-01 13:46:00,23
2019-12-01 13:47:00,22
2019-12-01 13:48:00,23
2019-12-01 13:49:00,21
2019-12-01 13:50:00,21
2019-12-01 13:51:00,20
2019-12-01 13:52:00,20
2019-12-01 13:53:00,18
2019-12-01 13:54:00,18
2019-12-01 13:55:00,18
2019-12-01 13:56:00,18
2019-12-01 13:57:00,2
2019-12-01 13:58:00,2
2019-12-01 13:59:00,35
2019-12-01 14:00:00,30
2019-12-01 14:01:00,30
2019-12-01 14:02:00,27
2019-12-01 14:03:00,24
2019-12-01 14:04:00,24
2019-12-01 14:05:00,23
2019-12-01 14:06:00,22
2019-12-01 14:07:00,22
2019-12-01 14:08:00,22
2019-12-01 14:09:00,21
2019-12-01 14:10:00,21
2019-12-01 14:11:00,20
2019-12-01 14:12:00,20
2019-12-01 14:13:00,17
2019-12-01 16:36:00,21
2019-12-01 16:37:00,35
2019-12-01 16:38:00,31
2019-12-01 16:39:00,30
2019-12-01 16:40:00,30
2019-12-01 16:41:00,27
2019-12-01 16:42:00,27
2019-12-01 16:43:00,26
2019-12-01 16:44:00,24
2019-12-01 16:45:00,19
2019-12-01 16:46:00,19
2019-12-01 16:47:00,17
2019-12-01 16:48:00,19
2019-12-01 16:49:00,19
2019-12-01 16:50:00,16
2019-12-01 16:53:00,29
2019-12-01 16:54:00,32
2019-12-01 16:55:00,31
2019-12-01 16:56:00,30
2019-12-01 16:57:00,26
2019-12-01 16:58:00,25
2019-12-01 16:59:00,23
2019-12-01 17:00:00,21
2019-12-01 17:01:00,24
2019-12-01 17:02:00,23
2019-12-01 17:03:00,19
2019-12-01 17:04:00,21
2019-12-01 17:05:00,20
2019-12-01 17:06:00,20
2019-12-01 17:07:00,16
2019-12-01 17:14:00,27
2019-12-01 17:15:00,31
2019-12-01 17:16:00,28
2019-12-01 17:17:00,27
2019-12-01 17:18:00,27
2019-12-01 17:19:00,25
2019-12-01 17:20:00,20
2019-12-01 17:21:00,20
2019-12-01 17:22:00,18
2019-12-01 17:23:00,18
2019-12-01 17:24:00,18
2019-12-01 17:25:00,19
2019-12-01 17:26:00,18
2019-12-01 17:27:00,18
2019-12-01 17:28:00,16
2019-12-01 17:29:00,16
2019-12-01 17:30:00,16
2019-12-01 17:31:00,16
2019-12-01 17:32:00,6
2019-12-01 18:35:00,11
2019-12-01 18:36:00,28
2019-12-01 18:37:00,20
2019-12-01 18:38:00,18
2019-12-01 18:39:00,16
2019-12-01 18:40:00,17
2019-12-01 18:41:00,17
2019-12-01 18:42:00,15
2019-12-01 18:43:00,15
2019-12-01 18:44:00,16
2019-12-01 18:45:00,15
2019-12-01 18:46:00,16
2019-12-01 18:47:00,14
2019-12-01 18:48:00,14
2019-12-01 18:49:00,14
2019-12-01 18:50:00,14
2019-12-01 18:51:00,14
2019-12-01 18:52:00,13
2019-12-01 18:53:00,14
2019-12-01 18:54:00,13
2019-12-01 18:55:00,13
2019-12-01 18:56:00,13
2019-12-01 18:57:00,13
2019-12-01 18:58:00,7
