182,select * from dbo.fDocColumns(&&&)
2019-12-01 00:06:00,1
2019-12-01 00:29:00,2
2019-12-01 00:50:00,2
2019-12-01 00:59:00,1
2019-12-01 01:25:00,2
2019-12-01 01:37:00,3
2019-12-01 02:10:00,1
2019-12-01 02:48:00,2
2019-12-01 03:02:00,2
2019-12-01 03:08:00,1
2019-12-01 03:40:00,3
2019-12-01 03:45:00,2
2019-12-01 04:18:00,2
2019-12-01 05:03:00,2
2019-12-01 05:21:00,3
2019-12-01 05:27:00,2
2019-12-01 06:02:00,2
2019-12-01 07:14:00,3
2019-12-01 07:22:00,2
2019-12-01 07:41:00,1
2019-12-01 08:35:00,3
2019-12-01 08:39:00,3
2019-12-01 09:19:00,1
2019-12-01 10:18:00,2
2019-12-01 10:33:00,3
2019-12-01 10:54:00,3
2019-12-01 11:01:00,1
2019-12-01 11:22:00,1
2019-12-01 11:25:00,1
2019-12-01 11:50:00,3
2019-12-01 11:52:00,1
2019-12-01 11:53:00,1
2019-12-01 12:27:00,1
2019-12-01 12:29:00,3
2019-12-01 12:46:00,1
2019-12-01 13:13:00,2
2019-12-01 13:33:00,2
2019-12-01 13:50:00,2
2019-12-01 14:03:00,43
2019-12-01 14:04:00,20
2019-12-01 14:22:00,2
2019-12-01 14:41:00,3
2019-12-01 14:52:00,1
2019-12-01 15:01:00,6
2019-12-01 15:10:00,2
2019-12-01 15:16:00,2
2019-12-01 15:47:00,1
2019-12-01 16:05:00,2
2019-12-01 16:08:00,2
2019-12-01 16:44:00,2
2019-12-01 17:53:00,2
2019-12-01 19:55:00,1
2019-12-01 19:57:00,2
2019-12-01 20:43:00,1
2019-12-01 21:42:00,2
2019-12-01 21:44:00,1
2019-12-01 21:47:00,1
2019-12-01 21:48:00,1
2019-12-01 21:49:00,3
2019-12-01 22:03:00,3
2019-12-01 22:21:00,1
2019-12-01 22:52:00,2
2019-12-01 22:53:00,3
