912,"SELECT ra, dec, petroMag_g, petroMagErr_g, petroMag_r, petroMagErr_r, petroMag_i, petroMagErr_i FROM star WHERE (ra between # and #) and (dec between # and #) and (petroMag_g < #) and (petroMag_g>#)"
2019-08-13 00:00:00,1
2019-08-13 00:01:00,1
2019-08-13 00:02:00,1
2019-08-13 00:03:00,2
2019-08-13 00:04:00,1
2019-08-13 00:06:00,1
2019-08-13 00:07:00,1
2019-08-13 00:08:00,1
2019-08-13 00:10:00,1
2019-08-13 00:11:00,1
2019-08-13 00:12:00,1
2019-08-13 00:13:00,2
2019-08-13 00:14:00,1
2019-08-13 00:15:00,1
2019-08-13 00:17:00,1
2019-08-13 00:18:00,1
2019-08-13 00:19:00,2
2019-08-13 00:20:00,1
2019-08-13 00:21:00,1
2019-08-13 00:23:00,1
2019-08-13 00:24:00,2
2019-08-13 00:25:00,1
2019-08-13 00:26:00,1
2019-08-13 00:27:00,1
2019-08-13 00:29:00,1
2019-08-13 00:30:00,2
2019-08-13 00:31:00,1
2019-08-13 00:32:00,1
2019-08-13 00:34:00,1
2019-08-13 00:36:00,1
2019-08-13 00:38:00,1
2019-08-13 00:40:00,1
2019-08-13 00:42:00,1
2019-08-13 00:44:00,1
2019-08-13 00:45:00,1
2019-08-13 00:47:00,1
2019-08-13 00:49:00,1
2019-08-13 00:50:00,1
2019-08-13 00:52:00,1
2019-08-13 00:54:00,1
2019-08-13 00:56:00,1
2019-08-13 00:58:00,1
2019-08-13 01:00:00,1
2019-08-13 01:02:00,1
2019-08-13 01:04:00,1
2019-08-13 01:05:00,1
2019-08-13 01:07:00,1
2019-08-13 01:08:00,1
2019-08-13 01:09:00,1
2019-08-13 01:10:00,1
2019-08-13 01:11:00,1
2019-08-13 01:12:00,2
2019-08-13 01:13:00,1
2019-08-13 01:14:00,1
2019-08-13 01:15:00,1
2019-08-13 01:17:00,1
2019-08-13 01:18:00,1
2019-08-13 01:20:00,1
2019-08-13 01:22:00,1
2019-08-13 01:24:00,1
2019-08-13 01:25:00,1
2019-08-13 01:27:00,1
2019-08-13 01:28:00,1
2019-08-13 01:29:00,1
2019-08-13 01:31:00,1
2019-08-13 01:33:00,1
2019-08-13 01:35:00,1
2019-08-13 01:36:00,1
2019-08-13 01:38:00,1
2019-08-13 01:39:00,1
2019-08-13 01:42:00,2
2019-08-13 01:43:00,1
2019-08-13 01:45:00,1
2019-08-13 01:47:00,1
2019-08-13 01:49:00,1
2019-08-13 01:51:00,1
2019-08-13 01:53:00,1
2019-08-13 01:54:00,2
2019-08-13 01:56:00,1
2019-08-13 01:58:00,1
2019-08-13 02:00:00,1
2019-08-13 02:02:00,1
2019-08-13 02:04:00,1
2019-08-13 02:06:00,1
2019-08-13 02:08:00,1
2019-08-13 02:09:00,1
2019-08-13 02:10:00,1
2019-08-13 02:12:00,1
2019-08-13 02:14:00,1
2019-08-13 02:15:00,1
2019-08-13 02:17:00,1
2019-08-13 02:18:00,1
2019-08-13 02:19:00,1
2019-08-13 02:20:00,1
2019-08-13 02:21:00,1
2019-08-13 02:23:00,1
2019-08-13 02:24:00,1
2019-08-13 02:25:00,1
2019-08-13 02:27:00,1
2019-08-13 02:29:00,1
2019-08-13 02:31:00,1
2019-08-13 02:33:00,1
2019-08-13 02:35:00,1
2019-08-13 02:37:00,1
2019-08-13 02:38:00,1
2019-08-13 02:40:00,1
2019-08-13 02:41:00,1
2019-08-13 02:42:00,2
2019-08-13 02:44:00,1
2019-08-13 02:45:00,1
2019-08-13 02:46:00,1
2019-08-13 02:47:00,1
2019-08-13 02:48:00,1
2019-08-13 02:50:00,1
2019-08-13 02:51:00,1
2019-08-13 02:52:00,1
2019-08-13 02:53:00,1
2019-08-13 02:55:00,1
2019-08-13 02:56:00,1
2019-08-13 02:57:00,1
2019-08-13 02:59:00,1
2019-08-13 03:00:00,1
2019-08-13 03:02:00,1
2019-08-13 03:03:00,1
2019-08-13 03:04:00,2
2019-08-13 03:05:00,2
2019-08-13 03:06:00,3
2019-08-13 03:07:00,3
2019-08-13 03:08:00,2
2019-08-13 03:09:00,2
2019-08-13 03:11:00,1
2019-08-13 03:13:00,1
2019-08-13 03:15:00,1
2019-08-13 03:17:00,1
2019-08-13 03:19:00,1
2019-08-13 03:21:00,2
2019-08-13 03:22:00,2
2019-08-13 03:24:00,1
2019-08-13 03:25:00,1
2019-08-13 03:26:00,2
2019-08-13 03:27:00,1
2019-08-13 03:28:00,1
2019-08-13 03:29:00,2
2019-08-13 03:30:00,1
2019-08-13 03:31:00,1
2019-08-13 03:32:00,2
2019-08-13 03:33:00,1
2019-08-13 03:34:00,1
2019-08-13 03:35:00,2
2019-08-13 03:36:00,2
2019-08-13 03:37:00,1
2019-08-13 03:38:00,1
2019-08-13 03:39:00,1
2019-08-13 03:40:00,2
2019-08-13 03:41:00,1
2019-08-13 03:42:00,1
2019-08-13 03:43:00,2
2019-08-13 03:44:00,2
2019-08-13 03:45:00,1
2019-08-13 03:46:00,2
2019-08-13 03:47:00,1
2019-08-13 03:48:00,2
2019-08-13 03:49:00,1
2019-08-13 03:50:00,1
2019-08-13 03:51:00,1
2019-08-13 03:52:00,2
2019-08-13 03:53:00,1
2019-08-13 03:54:00,1
2019-08-13 03:55:00,1
2019-08-13 03:57:00,1
2019-08-13 03:58:00,1
2019-08-13 03:59:00,1
2019-08-13 04:00:00,1
2019-08-13 04:01:00,2
2019-08-13 04:02:00,1
2019-08-13 04:03:00,4
