43,select distinct parent from DBViewCols where viewname=&&&
2019-08-13 01:53:00,1
2019-08-13 03:17:00,2
2019-08-13 04:01:00,1
2019-08-13 04:17:00,1
2019-08-13 04:40:00,1
2019-08-13 04:44:00,1
2019-08-13 04:53:00,1
2019-08-13 05:23:00,1
2019-08-13 06:03:00,1
2019-08-13 06:34:00,1
2019-08-13 08:12:00,1
2019-08-13 09:20:00,1
2019-08-13 09:46:00,3
2019-08-13 09:47:00,1
2019-08-13 09:48:00,2
2019-08-13 10:13:00,1
2019-08-13 10:45:00,1
2019-08-13 10:57:00,1
2019-08-13 11:19:00,1
2019-08-13 12:17:00,1
2019-08-13 12:45:00,1
2019-08-13 13:05:00,1
2019-08-13 14:04:00,1
2019-08-13 14:53:00,1
2019-08-13 15:58:00,2
2019-08-13 15:59:00,1
2019-08-13 16:01:00,1
2019-08-13 17:04:00,1
2019-08-13 17:15:00,1
2019-08-13 17:52:00,1
2019-08-13 18:18:00,1
2019-08-13 18:19:00,1
2019-08-13 18:20:00,2
2019-08-13 19:13:00,1
2019-08-13 21:53:00,1
2019-08-13 21:58:00,1
2019-08-13 22:46:00,1
