278,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-08-13 00:54:00,2
2019-08-13 00:55:00,1
2019-08-13 00:57:00,1
2019-08-13 01:01:00,2
2019-08-13 01:14:00,3
2019-08-13 01:17:00,1
2019-08-13 01:33:00,3
2019-08-13 01:36:00,1
2019-08-13 01:52:00,2
2019-08-13 01:53:00,1
2019-08-13 01:55:00,1
2019-08-13 02:11:00,1
2019-08-13 02:12:00,2
2019-08-13 02:14:00,1
2019-08-13 02:31:00,2
2019-08-13 02:32:00,1
2019-08-13 02:36:00,1
2019-08-13 02:50:00,8
2019-08-13 02:53:00,1
2019-08-13 02:57:00,2
2019-08-13 03:09:00,4
2019-08-13 03:10:00,2
2019-08-13 03:12:00,1
2019-08-13 03:28:00,2
2019-08-13 03:29:00,1
2019-08-13 03:31:00,1
2019-08-13 03:47:00,1
2019-08-13 03:48:00,2
2019-08-13 03:50:00,1
2019-08-13 04:18:00,3
2019-08-13 04:20:00,1
2019-08-13 04:25:00,1
2019-08-13 04:26:00,2
2019-08-13 04:28:00,1
2019-08-13 04:32:00,1
2019-08-13 04:33:00,1
2019-08-13 04:34:00,1
2019-08-13 04:36:00,1
2019-08-13 05:29:00,1
2019-08-13 05:30:00,9
2019-08-13 05:32:00,2
2019-08-13 05:34:00,2
2019-08-13 05:47:00,4
2019-08-13 05:48:00,6
2019-08-13 05:49:00,2
2019-08-13 05:52:00,2
2019-08-13 06:02:00,6
2019-08-13 06:03:00,2
2019-08-13 06:04:00,3
2019-08-13 06:06:00,2
2019-08-13 06:18:00,6
2019-08-13 06:19:00,4
2019-08-13 06:20:00,1
2019-08-13 06:21:00,1
2019-08-13 06:22:00,2
2019-08-13 06:33:00,6
2019-08-13 06:34:00,4
2019-08-13 06:35:00,1
2019-08-13 06:36:00,1
2019-08-13 06:38:00,2
2019-08-13 06:49:00,6
2019-08-13 06:50:00,2
2019-08-13 06:51:00,4
2019-08-13 06:53:00,2
2019-08-13 07:04:00,8
2019-08-13 07:05:00,2
2019-08-13 07:07:00,2
2019-08-13 07:08:00,2
2019-08-13 07:19:00,2
2019-08-13 07:20:00,6
2019-08-13 07:22:00,3
2019-08-13 07:24:00,2
2019-08-13 07:36:00,6
2019-08-13 07:37:00,2
2019-08-13 07:38:00,4
2019-08-13 07:41:00,2
2019-08-13 07:50:00,2
2019-08-13 07:51:00,6
2019-08-13 07:52:00,2
2019-08-13 07:53:00,1
2019-08-13 07:55:00,2
2019-08-13 08:07:00,4
2019-08-13 08:08:00,4
2019-08-13 08:09:00,3
2019-08-13 08:10:00,1
2019-08-13 08:12:00,2
2019-08-13 08:23:00,6
2019-08-13 08:24:00,2
2019-08-13 08:26:00,3
2019-08-13 08:28:00,2
2019-08-13 08:40:00,4
2019-08-13 08:41:00,4
2019-08-13 08:42:00,2
2019-08-13 08:44:00,4
2019-08-13 10:40:00,5
2019-08-13 10:41:00,2
2019-08-13 10:42:00,2
2019-08-13 10:43:00,2
2019-08-13 10:44:00,2
2019-08-13 13:42:00,2
2019-08-13 13:46:00,1
2019-08-13 13:47:00,1
2019-08-13 13:49:00,1
2019-08-13 14:11:00,1
2019-08-13 14:13:00,1
2019-08-13 14:15:00,1
2019-08-13 14:16:00,2
2019-08-13 14:22:00,1
2019-08-13 15:07:00,1
2019-08-13 15:16:00,1
2019-08-13 15:17:00,1
2019-08-13 15:19:00,2
2019-08-13 15:21:00,1
2019-08-13 15:31:00,1
2019-08-13 15:34:00,2
2019-08-13 15:35:00,1
2019-08-13 15:36:00,1
2019-08-13 15:48:00,1
