184,"SELECT ra,dec,u,err_u,g,err_g,r,err_r,i,err_i,z,err_z FROM Star WHERE ra BETWEEN # AND # AND dec BETWEEN # and # AND g<#"
2019-08-13 00:01:00,2
2019-08-13 00:08:00,2
2019-08-13 00:17:00,2
2019-08-13 00:28:00,1
2019-08-13 00:34:00,1
2019-08-13 00:39:00,1
2019-08-13 00:54:00,1
2019-08-13 01:02:00,2
2019-08-13 01:11:00,1
2019-08-13 01:20:00,1
2019-08-13 01:27:00,1
2019-08-13 01:35:00,1
2019-08-13 01:43:00,1
2019-08-13 01:52:00,1
2019-08-13 01:57:00,2
2019-08-13 02:04:00,2
2019-08-13 02:13:00,1
2019-08-13 02:21:00,1
2019-08-13 02:30:00,1
2019-08-13 02:36:00,1
2019-08-13 02:48:00,1
2019-08-13 02:52:00,1
2019-08-13 02:55:00,1
2019-08-13 02:58:00,1
2019-08-13 03:00:00,1
2019-08-13 03:20:00,1
2019-08-13 03:30:00,1
2019-08-13 03:36:00,1
2019-08-13 03:42:00,1
2019-08-13 03:55:00,1
2019-08-13 03:59:00,2
2019-08-13 04:06:00,4
2019-08-13 04:16:00,1
2019-08-13 04:26:00,1
2019-08-13 04:35:00,1
2019-08-13 04:40:00,1
2019-08-13 04:48:00,1
2019-08-13 04:55:00,2
2019-08-13 05:03:00,2
2019-08-13 05:13:00,4
2019-08-13 05:22:00,1
2019-08-13 05:28:00,1
2019-08-13 05:34:00,1
2019-08-13 05:35:00,1
2019-08-13 05:41:00,2
2019-08-13 05:49:00,1
2019-08-13 05:56:00,1
2019-08-13 06:01:00,1
2019-08-13 06:09:00,1
2019-08-13 09:19:00,6
2019-08-13 09:28:00,21
2019-08-13 09:29:00,27
2019-08-13 10:44:00,1
2019-08-13 10:45:00,5
2019-08-13 15:24:00,1
2019-08-13 15:37:00,1
2019-08-13 15:42:00,1
2019-08-13 15:52:00,1
2019-08-13 15:56:00,1
2019-08-13 16:02:00,1
2019-08-13 16:06:00,1
2019-08-13 17:08:00,1
2019-08-13 17:16:00,1
2019-08-13 17:19:00,2
2019-08-13 17:27:00,1
2019-08-13 17:30:00,1
2019-08-13 17:37:00,1
2019-08-13 17:42:00,1
2019-08-13 18:22:00,1
2019-08-13 18:38:00,1
2019-08-13 19:13:00,1
2019-08-13 19:24:00,1
2019-08-13 19:34:00,1
2019-08-13 19:53:00,1
2019-08-13 19:56:00,1
2019-08-13 20:02:00,1
2019-08-13 20:42:00,1
2019-08-13 20:46:00,1
2019-08-13 20:47:00,1
2019-08-13 20:51:00,2
2019-08-13 21:02:00,2
2019-08-13 21:13:00,1
2019-08-13 21:20:00,1
2019-08-13 21:27:00,1
2019-08-13 21:35:00,1
2019-08-13 21:41:00,1
2019-08-13 21:49:00,1
2019-08-13 21:55:00,2
2019-08-13 22:01:00,1
2019-08-13 22:02:00,1
2019-08-13 22:10:00,2
2019-08-13 22:15:00,1
2019-08-13 22:21:00,1
2019-08-13 22:27:00,1
2019-08-13 22:31:00,1
2019-08-13 22:36:00,1
2019-08-13 22:41:00,1
2019-08-13 22:46:00,1
2019-08-13 22:52:00,1
2019-08-13 23:17:00,1
2019-08-13 23:26:00,1
2019-08-13 23:32:00,1
2019-08-13 23:38:00,1
2019-08-13 23:42:00,1
2019-08-13 23:46:00,2
2019-08-13 23:50:00,1
2019-08-13 23:53:00,1
