3644,select * from sqllogall2#_#_#h_to_#_#h where mm = # and dd = # and hh = #
2019-10-30 10:14:00,25
2019-10-30 10:15:00,27
2019-10-30 10:16:00,26
2019-10-30 10:17:00,32
2019-10-30 10:18:00,31
2019-10-30 10:19:00,30
2019-10-30 10:20:00,21
2019-10-30 10:22:00,16
2019-10-30 10:23:00,3
2019-10-30 10:25:00,9
2019-10-30 10:26:00,33
2019-10-30 10:27:00,33
2019-10-30 10:28:00,27
2019-10-30 10:29:00,26
2019-10-30 10:30:00,29
2019-10-30 10:31:00,28
2019-10-30 10:32:00,28
2019-10-30 10:33:00,27
2019-10-30 10:34:00,26
2019-10-30 10:35:00,26
2019-10-30 10:36:00,24
2019-10-30 10:37:00,19
2019-10-30 10:38:00,21
2019-10-30 10:39:00,22
2019-10-30 10:40:00,21
2019-10-30 10:41:00,22
2019-10-30 10:42:00,20
2019-10-30 10:43:00,21
2019-10-30 10:44:00,12
2019-10-30 10:45:00,19
2019-10-30 10:46:00,19
2019-10-30 10:47:00,19
2019-10-30 10:48:00,19
2019-10-30 10:49:00,19
2019-10-30 10:50:00,18
2019-10-30 10:51:00,19
2019-10-30 10:52:00,16
2019-10-30 10:53:00,19
2019-10-30 10:54:00,17
2019-10-30 10:55:00,9
2019-10-30 10:56:00,9
2019-10-30 10:57:00,10
2019-10-30 10:58:00,10
2019-10-30 10:59:00,8
2019-10-30 11:00:00,8
2019-10-30 11:01:00,8
2019-10-30 11:10:00,20
2019-10-30 11:11:00,24
2019-10-30 11:12:00,22
2019-10-30 11:13:00,22
2019-10-30 11:14:00,24
2019-10-30 11:15:00,22
2019-10-30 11:16:00,22
2019-10-30 11:17:00,23
2019-10-30 11:18:00,21
2019-10-30 11:19:00,16
2019-10-30 11:20:00,16
2019-10-30 11:21:00,17
2019-10-30 11:22:00,15
2019-10-30 11:23:00,18
2019-10-30 11:24:00,16
2019-10-30 11:25:00,14
2019-10-30 11:26:00,14
2019-10-30 11:27:00,15
2019-10-30 11:28:00,14
2019-10-30 11:29:00,14
2019-10-30 11:30:00,13
2019-10-30 11:31:00,13
2019-10-30 11:32:00,13
2019-10-30 11:33:00,13
2019-10-30 11:34:00,10
2019-10-30 11:35:00,13
2019-10-30 11:36:00,12
2019-10-30 11:37:00,12
2019-10-30 11:38:00,11
2019-10-30 11:39:00,12
2019-10-30 11:40:00,11
2019-10-30 11:41:00,10
2019-10-30 11:42:00,10
2019-10-30 11:43:00,12
2019-10-30 11:44:00,12
2019-10-30 11:45:00,8
2019-10-30 11:46:00,5
2019-10-30 11:47:00,5
2019-10-30 11:48:00,7
2019-10-30 11:49:00,6
2019-10-30 11:50:00,7
2019-10-30 11:51:00,8
2019-10-30 11:52:00,7
2019-10-30 11:53:00,7
2019-10-30 11:54:00,7
2019-10-30 11:55:00,10
2019-10-30 11:56:00,10
2019-10-30 11:57:00,11
2019-10-30 11:58:00,12
2019-10-30 11:59:00,11
2019-10-30 12:00:00,11
2019-10-30 12:01:00,11
2019-10-30 12:02:00,12
2019-10-30 12:03:00,11
2019-10-30 12:04:00,12
2019-10-30 12:05:00,11
2019-10-30 12:06:00,9
2019-10-30 12:27:00,13
2019-10-30 12:28:00,35
2019-10-30 12:29:00,35
2019-10-30 12:30:00,35
2019-10-30 12:31:00,27
2019-10-30 12:32:00,25
2019-10-30 12:33:00,28
2019-10-30 12:34:00,30
2019-10-30 12:35:00,31
2019-10-30 12:36:00,31
2019-10-30 12:37:00,28
2019-10-30 12:38:00,26
2019-10-30 12:39:00,21
2019-10-30 12:40:00,20
2019-10-30 14:50:00,5
2019-10-30 14:51:00,36
2019-10-30 14:52:00,35
2019-10-30 14:53:00,37
2019-10-30 14:54:00,27
2019-10-30 14:55:00,32
2019-10-30 14:56:00,34
2019-10-30 14:57:00,33
2019-10-30 14:58:00,32
2019-10-30 14:59:00,31
2019-10-30 15:00:00,22
2019-10-30 15:01:00,26
2019-10-30 15:02:00,10
2019-10-30 15:05:00,23
2019-10-30 15:06:00,34
2019-10-30 15:07:00,33
2019-10-30 15:08:00,19
2019-10-30 15:09:00,22
2019-10-30 15:10:00,27
2019-10-30 15:11:00,20
2019-10-30 15:12:00,18
2019-10-30 15:13:00,19
2019-10-30 15:14:00,19
2019-10-30 15:15:00,19
2019-10-30 15:16:00,18
2019-10-30 15:17:00,18
2019-10-30 15:18:00,19
2019-10-30 15:19:00,19
2019-10-30 15:20:00,20
2019-10-30 15:21:00,18
2019-10-30 15:22:00,18
2019-10-30 15:23:00,1
2019-10-30 16:03:00,28
2019-10-30 16:04:00,33
2019-10-30 16:05:00,29
2019-10-30 16:06:00,28
2019-10-30 16:07:00,29
2019-10-30 16:08:00,29
2019-10-30 16:09:00,27
2019-10-30 16:10:00,27
2019-10-30 16:11:00,26
2019-10-30 16:12:00,27
2019-10-30 16:13:00,26
2019-10-30 16:14:00,27
2019-10-30 16:15:00,26
2019-10-30 16:16:00,25
2019-10-30 16:17:00,24
2019-10-30 16:18:00,24
2019-10-30 16:19:00,25
2019-10-30 16:20:00,24
2019-10-30 16:21:00,22
2019-10-30 16:22:00,23
2019-10-30 16:23:00,24
2019-10-30 16:24:00,22
2019-10-30 16:25:00,19
2019-10-30 16:26:00,21
2019-10-30 16:27:00,21
2019-10-30 16:28:00,21
2019-10-30 16:29:00,15
2019-10-30 17:39:00,36
2019-10-30 17:40:00,37
2019-10-30 17:41:00,16
2019-10-30 17:42:00,15
2019-10-30 17:43:00,10
2019-10-30 17:44:00,10
2019-10-30 17:45:00,7
2019-10-30 17:46:00,8
2019-10-30 17:47:00,8
2019-10-30 17:48:00,7
2019-10-30 17:49:00,5
2019-10-30 17:50:00,6
2019-10-30 17:51:00,3
