7644,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-10-30 12:32:00,305
2019-10-30 12:33:00,321
2019-10-30 12:34:00,163
2019-10-30 12:35:00,243
2019-10-30 12:36:00,41
2019-10-30 12:39:00,450
2019-10-30 12:40:00,320
2019-10-30 12:41:00,240
2019-10-30 12:42:00,150
2019-10-30 12:43:00,353
2019-10-30 12:44:00,270
2019-10-30 12:45:00,372
2019-10-30 12:46:00,165
2019-10-30 12:47:00,388
2019-10-30 12:48:00,325
2019-10-30 12:49:00,150
2019-10-30 12:50:00,100
2019-10-30 12:51:00,160
2019-10-30 12:52:00,157
2019-10-30 12:53:00,159
2019-10-30 12:54:00,393
2019-10-30 12:55:00,350
2019-10-30 12:56:00,261
2019-10-30 12:57:00,150
2019-10-30 12:58:00,342
2019-10-30 12:59:00,570
2019-10-30 13:00:00,424
2019-10-30 13:02:00,145
2019-10-30 13:03:00,177
