5449,"SELECT ra,dec,dered_u,dered_g,dered_r,dered_i,dered_z,Err_u,Err_g,Err_r,Err_i,Err_z,flags_r,run   FROM Galaxy   WHERE   ra BETWEEN # and # AND dec BETWEEN # and #"
2019-10-30 00:00:00,21
2019-10-30 00:01:00,18
2019-10-30 00:02:00,19
2019-10-30 00:03:00,16
2019-10-30 00:04:00,20
2019-10-30 00:05:00,18
2019-10-30 00:06:00,16
2019-10-30 00:07:00,17
2019-10-30 00:08:00,18
2019-10-30 00:09:00,19
2019-10-30 00:10:00,17
2019-10-30 00:11:00,17
2019-10-30 00:12:00,18
2019-10-30 00:13:00,18
2019-10-30 00:14:00,19
2019-10-30 00:15:00,17
2019-10-30 00:16:00,20
2019-10-30 00:17:00,18
2019-10-30 00:18:00,22
2019-10-30 00:19:00,18
2019-10-30 00:20:00,19
2019-10-30 00:21:00,18
2019-10-30 00:22:00,21
2019-10-30 00:23:00,16
2019-10-30 00:24:00,19
2019-10-30 00:25:00,20
2019-10-30 00:26:00,18
2019-10-30 00:27:00,16
2019-10-30 00:28:00,23
2019-10-30 00:29:00,16
2019-10-30 00:30:00,20
2019-10-30 00:31:00,17
2019-10-30 00:32:00,18
2019-10-30 00:33:00,22
2019-10-30 00:34:00,18
2019-10-30 00:35:00,18
2019-10-30 00:36:00,19
2019-10-30 00:37:00,16
2019-10-30 00:38:00,20
2019-10-30 00:39:00,16
2019-10-30 00:40:00,18
2019-10-30 00:41:00,18
2019-10-30 00:42:00,17
2019-10-30 00:43:00,17
2019-10-30 00:44:00,19
2019-10-30 00:45:00,20
2019-10-30 00:46:00,21
2019-10-30 00:47:00,16
2019-10-30 00:48:00,19
2019-10-30 00:49:00,20
2019-10-30 00:50:00,15
2019-10-30 00:51:00,18
2019-10-30 00:52:00,20
2019-10-30 00:53:00,19
2019-10-30 00:54:00,15
2019-10-30 00:55:00,16
2019-10-30 00:56:00,20
2019-10-30 00:57:00,19
2019-10-30 00:58:00,19
2019-10-30 00:59:00,18
2019-10-30 01:00:00,20
2019-10-30 01:01:00,20
2019-10-30 01:02:00,17
2019-10-30 01:03:00,18
2019-10-30 01:04:00,21
2019-10-30 01:05:00,19
2019-10-30 01:06:00,20
2019-10-30 01:07:00,25
2019-10-30 01:08:00,25
2019-10-30 01:09:00,20
2019-10-30 01:10:00,25
2019-10-30 01:11:00,25
2019-10-30 01:12:00,27
2019-10-30 01:13:00,31
2019-10-30 01:14:00,32
2019-10-30 01:15:00,31
2019-10-30 01:16:00,44
2019-10-30 01:17:00,40
2019-10-30 01:18:00,33
2019-10-30 01:19:00,37
2019-10-30 01:20:00,40
2019-10-30 01:21:00,41
2019-10-30 01:22:00,39
2019-10-30 01:23:00,44
2019-10-30 01:24:00,53
2019-10-30 01:25:00,44
2019-10-30 01:26:00,48
2019-10-30 01:27:00,51
2019-10-30 01:28:00,54
2019-10-30 01:29:00,53
2019-10-30 01:30:00,51
2019-10-30 01:31:00,51
2019-10-30 01:32:00,62
2019-10-30 01:33:00,67
2019-10-30 01:34:00,60
2019-10-30 01:35:00,62
2019-10-30 01:36:00,63
2019-10-30 01:37:00,62
2019-10-30 01:38:00,55
2019-10-30 01:39:00,74
2019-10-30 01:40:00,86
2019-10-30 01:41:00,91
2019-10-30 01:42:00,63
2019-10-30 01:43:00,44
2019-10-30 01:44:00,81
2019-10-30 01:45:00,55
2019-10-30 01:46:00,58
2019-10-30 01:47:00,55
2019-10-30 01:48:00,61
2019-10-30 01:49:00,49
2019-10-30 01:50:00,40
2019-10-30 01:51:00,33
2019-10-30 01:52:00,36
2019-10-30 01:53:00,43
2019-10-30 01:54:00,44
2019-10-30 01:55:00,38
2019-10-30 01:56:00,33
2019-10-30 01:57:00,31
2019-10-30 01:58:00,36
2019-10-30 01:59:00,43
2019-10-30 02:00:00,37
2019-10-30 02:01:00,48
2019-10-30 02:02:00,41
2019-10-30 02:03:00,32
2019-10-30 02:04:00,38
2019-10-30 02:05:00,44
2019-10-30 02:06:00,42
2019-10-30 02:07:00,40
2019-10-30 02:08:00,37
2019-10-30 02:09:00,38
2019-10-30 02:10:00,32
2019-10-30 02:11:00,42
2019-10-30 02:12:00,39
2019-10-30 02:13:00,39
2019-10-30 02:14:00,39
2019-10-30 02:15:00,37
2019-10-30 02:16:00,52
2019-10-30 02:17:00,27
2019-10-30 02:18:00,28
2019-10-30 02:19:00,35
2019-10-30 02:20:00,45
2019-10-30 02:21:00,26
2019-10-30 02:22:00,25
2019-10-30 02:23:00,24
