48,"INSERT INTO [VARIABLES] VALUES (             #, #, &&&, &&&, &&&,              NULL,              &&&,              &&&,              #,              NULL)"
2019-10-30 04:38:00,3
2019-10-30 04:39:00,3
2019-10-30 04:40:00,16
2019-10-30 04:41:00,3
2019-10-30 04:42:00,9
2019-10-30 05:00:00,1
2019-10-30 05:01:00,3
2019-10-30 05:02:00,1
2019-10-30 05:03:00,3
2019-10-30 05:04:00,2
2019-10-30 05:17:00,2
2019-10-30 05:18:00,2
