1965,"select name, type from DBObjects where type=&&& and access=&&& and name NOT IN (&&&, &&&) order by name"
2019-10-30 00:05:00,3
2019-10-30 00:09:00,3
2019-10-30 00:10:00,3
2019-10-30 00:18:00,3
2019-10-30 00:34:00,3
2019-10-30 00:35:00,3
2019-10-30 00:41:00,1
2019-10-30 00:50:00,3
2019-10-30 00:59:00,12
2019-10-30 01:01:00,1
2019-10-30 01:25:00,3
2019-10-30 01:27:00,3
2019-10-30 01:29:00,3
2019-10-30 02:01:00,3
2019-10-30 02:02:00,3
2019-10-30 02:20:00,3
2019-10-30 02:34:00,3
2019-10-30 03:18:00,3
2019-10-30 03:52:00,6
2019-10-30 04:29:00,3
2019-10-30 05:10:00,6
2019-10-30 05:28:00,3
2019-10-30 05:56:00,1
2019-10-30 05:58:00,12
2019-10-30 06:01:00,3
2019-10-30 06:07:00,9
2019-10-30 06:33:00,3
2019-10-30 06:42:00,3
2019-10-30 06:47:00,9
2019-10-30 06:58:00,3
2019-10-30 07:04:00,9
2019-10-30 07:06:00,6
2019-10-30 07:12:00,3
2019-10-30 07:14:00,9
2019-10-30 07:15:00,9
2019-10-30 07:16:00,12
2019-10-30 07:17:00,6
2019-10-30 07:20:00,3
2019-10-30 07:24:00,3
2019-10-30 07:35:00,3
2019-10-30 07:37:00,3
2019-10-30 07:43:00,3
2019-10-30 07:45:00,30
2019-10-30 07:54:00,3
2019-10-30 08:11:00,3
2019-10-30 08:22:00,3
2019-10-30 08:25:00,3
2019-10-30 08:41:00,3
2019-10-30 09:06:00,9
2019-10-30 09:40:00,3
2019-10-30 09:56:00,3
2019-10-30 10:04:00,3
2019-10-30 11:04:00,3
2019-10-30 11:08:00,6
2019-10-30 11:16:00,3
2019-10-30 12:06:00,3
2019-10-30 12:26:00,3
2019-10-30 12:34:00,3
2019-10-30 12:42:00,3
2019-10-30 12:53:00,3
2019-10-30 13:15:00,6
2019-10-30 13:17:00,6
2019-10-30 13:37:00,30
2019-10-30 13:38:00,78
2019-10-30 13:39:00,78
2019-10-30 13:40:00,81
2019-10-30 13:41:00,6
2019-10-30 14:03:00,3
2019-10-30 14:04:00,3
2019-10-30 14:09:00,3
2019-10-30 14:21:00,3
2019-10-30 14:24:00,3
2019-10-30 14:33:00,6
2019-10-30 14:58:00,3
2019-10-30 15:06:00,3
2019-10-30 15:10:00,3
2019-10-30 15:20:00,3
2019-10-30 15:42:00,7
2019-10-30 15:54:00,3
2019-10-30 15:56:00,6
2019-10-30 16:07:00,3
2019-10-30 16:09:00,3
2019-10-30 16:14:00,57
2019-10-30 16:18:00,3
2019-10-30 16:19:00,63
2019-10-30 16:33:00,3
2019-10-30 16:45:00,3
2019-10-30 16:56:00,6
2019-10-30 16:58:00,3
2019-10-30 16:59:00,3
2019-10-30 17:01:00,6
2019-10-30 17:02:00,9
2019-10-30 17:09:00,3
2019-10-30 17:22:00,18
2019-10-30 17:23:00,87
2019-10-30 17:24:00,91
2019-10-30 17:25:00,87
2019-10-30 17:26:00,51
2019-10-30 17:30:00,3
2019-10-30 17:31:00,3
2019-10-30 17:35:00,6
2019-10-30 17:38:00,3
2019-10-30 17:42:00,3
2019-10-30 17:49:00,8
2019-10-30 18:08:00,6
2019-10-30 18:12:00,3
2019-10-30 18:23:00,3
2019-10-30 18:40:00,3
2019-10-30 18:42:00,3
2019-10-30 18:55:00,3
2019-10-30 19:00:00,15
2019-10-30 19:01:00,27
2019-10-30 19:02:00,6
2019-10-30 19:04:00,3
2019-10-30 19:07:00,3
2019-10-30 19:08:00,3
2019-10-30 19:12:00,3
2019-10-30 19:15:00,3
2019-10-30 19:18:00,3
2019-10-30 19:21:00,3
2019-10-30 19:26:00,3
2019-10-30 19:30:00,6
2019-10-30 19:31:00,6
2019-10-30 19:32:00,15
2019-10-30 19:33:00,21
2019-10-30 19:34:00,3
2019-10-30 19:35:00,6
2019-10-30 19:36:00,6
2019-10-30 19:37:00,6
