90,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-10-30 03:01:00,1
2019-10-30 03:09:00,1
2019-10-30 04:03:00,1
2019-10-30 04:08:00,1
2019-10-30 04:22:00,1
2019-10-30 04:26:00,1
2019-10-30 04:29:00,1
2019-10-30 04:33:00,1
2019-10-30 04:38:00,1
2019-10-30 04:44:00,1
2019-10-30 05:02:00,1
2019-10-30 05:08:00,1
2019-10-30 05:10:00,1
2019-10-30 05:15:00,1
2019-10-30 05:22:00,1
2019-10-30 05:24:00,1
2019-10-30 05:26:00,1
2019-10-30 05:35:00,1
2019-10-30 06:16:00,1
2019-10-30 06:23:00,1
2019-10-30 06:26:00,1
2019-10-30 06:54:00,1
2019-10-30 07:05:00,1
2019-10-30 07:10:00,1
2019-10-30 07:22:00,1
2019-10-30 07:26:00,1
2019-10-30 07:29:00,1
2019-10-30 07:34:00,1
2019-10-30 07:37:00,1
2019-10-30 07:44:00,1
2019-10-30 07:54:00,1
2019-10-30 08:10:00,1
2019-10-30 08:18:00,1
2019-10-30 08:22:00,1
2019-10-30 08:27:00,1
2019-10-30 08:30:00,1
2019-10-30 08:48:00,1
2019-10-30 08:52:00,1
2019-10-30 08:59:00,1
2019-10-30 09:06:00,1
2019-10-30 09:13:00,1
2019-10-30 09:16:00,1
2019-10-30 09:19:00,1
2019-10-30 09:26:00,1
2019-10-30 09:30:00,1
2019-10-30 09:36:00,1
2019-10-30 09:39:00,1
2019-10-30 09:41:00,1
2019-10-30 09:50:00,1
2019-10-30 09:54:00,1
2019-10-30 09:58:00,1
2019-10-30 10:03:00,1
2019-10-30 10:07:00,1
2019-10-30 10:16:00,1
2019-10-30 10:23:00,1
2019-10-30 10:28:00,1
2019-10-30 10:41:00,1
2019-10-30 10:47:00,1
2019-10-30 10:59:00,1
2019-10-30 11:04:00,1
2019-10-30 11:07:00,1
2019-10-30 11:15:00,1
2019-10-30 11:59:00,1
2019-10-30 12:02:00,1
2019-10-30 12:08:00,1
2019-10-30 12:18:00,1
2019-10-30 12:33:00,1
2019-10-30 12:36:00,1
2019-10-30 12:42:00,1
2019-10-30 12:45:00,1
2019-10-30 12:48:00,1
2019-10-30 12:52:00,1
2019-10-30 12:57:00,2
2019-10-30 13:04:00,1
2019-10-30 13:20:00,1
2019-10-30 13:30:00,1
2019-10-30 13:33:00,1
2019-10-30 13:46:00,1
2019-10-30 13:50:00,1
2019-10-30 13:53:00,1
2019-10-30 13:56:00,1
2019-10-30 14:08:00,1
2019-10-30 14:16:00,1
2019-10-30 14:23:00,1
2019-10-30 14:29:00,1
2019-10-30 14:34:00,1
2019-10-30 14:50:00,1
2019-10-30 15:03:00,1
2019-10-30 15:05:00,1
