77,"SELECT  p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-10-30 00:58:00,1
2019-10-30 01:00:00,3
2019-10-30 01:01:00,2
2019-10-30 01:02:00,2
2019-10-30 01:03:00,2
2019-10-30 01:55:00,1
2019-10-30 02:05:00,1
2019-10-30 06:13:00,1
2019-10-30 06:24:00,1
2019-10-30 06:26:00,1
2019-10-30 06:29:00,1
2019-10-30 08:41:00,1
2019-10-30 08:50:00,1
2019-10-30 08:52:00,1
2019-10-30 09:14:00,1
2019-10-30 09:20:00,1
2019-10-30 09:54:00,1
2019-10-30 09:56:00,2
2019-10-30 09:57:00,1
2019-10-30 09:58:00,1
2019-10-30 10:08:00,2
2019-10-30 10:09:00,1
2019-10-30 10:11:00,1
2019-10-30 10:13:00,2
2019-10-30 10:14:00,1
2019-10-30 10:15:00,1
2019-10-30 10:25:00,1
2019-10-30 10:36:00,2
2019-10-30 10:37:00,1
2019-10-30 10:42:00,1
2019-10-30 10:46:00,1
2019-10-30 10:48:00,1
2019-10-30 10:52:00,2
2019-10-30 10:55:00,1
2019-10-30 10:58:00,1
2019-10-30 11:00:00,1
2019-10-30 11:01:00,1
2019-10-30 11:06:00,1
2019-10-30 11:08:00,1
2019-10-30 11:10:00,1
2019-10-30 11:15:00,2
2019-10-30 11:22:00,1
2019-10-30 11:25:00,2
2019-10-30 11:29:00,1
2019-10-30 11:34:00,1
2019-10-30 11:36:00,1
2019-10-30 11:42:00,1
2019-10-30 11:45:00,1
2019-10-30 11:47:00,1
2019-10-30 11:50:00,1
2019-10-30 12:02:00,1
2019-10-30 12:06:00,1
2019-10-30 12:20:00,1
2019-10-30 12:29:00,1
2019-10-30 13:17:00,1
2019-10-30 13:31:00,1
2019-10-30 13:57:00,1
2019-10-30 14:30:00,1
2019-10-30 14:31:00,1
2019-10-30 16:41:00,1
2019-10-30 16:42:00,1
2019-10-30 17:23:00,1
2019-10-30 18:28:00,1
2019-10-30 18:30:00,1
2019-10-30 18:34:00,1
