177,select * from Field where fieldId=#
2019-10-30 02:43:00,1
2019-10-30 02:45:00,1
2019-10-30 03:24:00,1
2019-10-30 03:35:00,1
2019-10-30 04:18:00,1
2019-10-30 04:57:00,1
2019-10-30 05:43:00,1
2019-10-30 05:54:00,1
2019-10-30 06:37:00,1
2019-10-30 07:41:00,1
2019-10-30 08:21:00,1
2019-10-30 09:08:00,1
2019-10-30 09:33:00,2
2019-10-30 09:45:00,1
2019-10-30 09:47:00,1
2019-10-30 11:18:00,1
2019-10-30 11:19:00,1
2019-10-30 12:23:00,1
2019-10-30 12:34:00,1
2019-10-30 12:35:00,40
2019-10-30 12:36:00,41
2019-10-30 12:37:00,28
2019-10-30 13:07:00,1
2019-10-30 15:21:00,1
2019-10-30 16:32:00,1
2019-10-30 17:09:00,2
2019-10-30 17:10:00,1
2019-10-30 17:27:00,1
2019-10-30 17:32:00,1
2019-10-30 17:45:00,1
2019-10-30 17:54:00,1
2019-10-30 18:14:00,1
2019-10-30 18:16:00,1
2019-10-30 18:43:00,1
2019-10-30 19:10:00,1
2019-10-30 19:19:00,2
2019-10-30 19:20:00,11
2019-10-30 19:51:00,1
2019-10-30 20:15:00,1
2019-10-30 20:26:00,1
2019-10-30 20:50:00,1
2019-10-30 20:55:00,1
2019-10-30 21:05:00,10
2019-10-30 21:06:00,4
2019-10-30 21:25:00,1
2019-10-30 23:34:00,1
