146,"SELECT DISTINCT s.instrument, s.run2d, s.plate, s.mjd, s.fiberID FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE (s.plate=# AND s.mjd=# AND s.fiberid=#)"
2019-10-30 09:32:00,1
2019-10-30 10:14:00,1
2019-10-30 11:09:00,1
2019-10-30 13:00:00,1
2019-10-30 13:01:00,1
2019-10-30 13:04:00,1
2019-10-30 13:42:00,1
2019-10-30 13:43:00,7
2019-10-30 13:44:00,7
2019-10-30 13:46:00,2
2019-10-30 13:49:00,2
2019-10-30 13:50:00,2
2019-10-30 13:51:00,2
2019-10-30 13:52:00,2
2019-10-30 13:54:00,1
2019-10-30 14:00:00,1
2019-10-30 14:03:00,1
2019-10-30 14:04:00,2
2019-10-30 14:05:00,4
2019-10-30 14:06:00,1
2019-10-30 14:07:00,1
2019-10-30 14:08:00,1
2019-10-30 14:10:00,3
2019-10-30 14:12:00,1
2019-10-30 14:13:00,3
2019-10-30 14:14:00,2
2019-10-30 14:15:00,1
2019-10-30 14:16:00,2
2019-10-30 14:17:00,6
2019-10-30 14:18:00,2
2019-10-30 14:19:00,3
2019-10-30 14:21:00,1
2019-10-30 14:22:00,2
2019-10-30 14:23:00,2
2019-10-30 14:24:00,4
2019-10-30 14:25:00,2
2019-10-30 14:27:00,2
2019-10-30 14:28:00,1
2019-10-30 14:29:00,2
2019-10-30 14:30:00,1
2019-10-30 14:31:00,1
2019-10-30 14:32:00,4
2019-10-30 14:33:00,3
2019-10-30 14:35:00,3
2019-10-30 14:36:00,7
2019-10-30 14:37:00,3
2019-10-30 14:40:00,1
2019-10-30 14:41:00,2
2019-10-30 14:42:00,1
2019-10-30 14:43:00,2
2019-10-30 14:44:00,2
2019-10-30 14:45:00,2
2019-10-30 14:48:00,1
2019-10-30 14:49:00,1
2019-10-30 14:50:00,1
2019-10-30 14:51:00,4
2019-10-30 14:52:00,2
2019-10-30 14:53:00,4
2019-10-30 14:54:00,3
2019-10-30 14:55:00,1
2019-10-30 14:58:00,2
2019-10-30 15:01:00,1
2019-10-30 15:03:00,1
2019-10-30 15:06:00,4
2019-10-30 15:07:00,1
2019-10-30 15:08:00,1
2019-10-30 15:09:00,1
2019-10-30 15:10:00,2
2019-10-30 15:30:00,1
2019-10-30 15:31:00,1
