44,select * from SpecLine where specObjId=#
2019-10-30 03:20:00,1
2019-10-30 09:24:00,1
2019-10-30 09:29:00,2
2019-10-30 09:30:00,1
2019-10-30 09:33:00,1
2019-10-30 09:42:00,1
2019-10-30 09:44:00,1
2019-10-30 10:47:00,1
2019-10-30 10:50:00,1
2019-10-30 10:59:00,1
2019-10-30 11:02:00,1
2019-10-30 11:17:00,1
2019-10-30 11:26:00,1
2019-10-30 11:28:00,1
2019-10-30 11:29:00,1
2019-10-30 11:37:00,2
2019-10-30 11:45:00,1
2019-10-30 11:48:00,1
2019-10-30 11:52:00,2
2019-10-30 11:54:00,2
2019-10-30 11:59:00,1
2019-10-30 12:01:00,2
2019-10-30 12:06:00,1
2019-10-30 12:09:00,1
2019-10-30 12:12:00,4
2019-10-30 12:14:00,1
2019-10-30 13:19:00,1
2019-10-30 13:21:00,1
2019-10-30 13:23:00,1
2019-10-30 13:25:00,1
2019-10-30 13:28:00,1
2019-10-30 13:31:00,1
2019-10-30 15:34:00,1
2019-10-30 17:24:00,1
2019-10-30 20:43:00,1
2019-10-30 21:32:00,1
