521,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n JOIN PhotoPrimary p ON n.objID=p.objID"
2019-10-30 00:00:00,1
2019-10-30 00:10:00,1
2019-10-30 00:12:00,1
2019-10-30 00:19:00,1
2019-10-30 00:24:00,1
2019-10-30 00:29:00,1
2019-10-30 00:34:00,1
2019-10-30 00:36:00,3
2019-10-30 00:38:00,2
2019-10-30 00:43:00,1
2019-10-30 00:48:00,1
2019-10-30 00:50:00,1
2019-10-30 00:52:00,1
2019-10-30 00:56:00,2
2019-10-30 00:57:00,1
2019-10-30 01:01:00,1
2019-10-30 01:02:00,1
2019-10-30 01:04:00,1
2019-10-30 01:07:00,1
2019-10-30 01:09:00,1
2019-10-30 01:11:00,2
2019-10-30 01:14:00,3
2019-10-30 01:17:00,1
2019-10-30 01:20:00,1
2019-10-30 01:22:00,1
2019-10-30 01:24:00,1
2019-10-30 01:28:00,1
2019-10-30 01:33:00,1
2019-10-30 01:38:00,1
2019-10-30 01:43:00,1
2019-10-30 01:48:00,1
2019-10-30 01:50:00,1
2019-10-30 01:53:00,1
2019-10-30 01:56:00,1
2019-10-30 01:59:00,1
2019-10-30 02:02:00,1
2019-10-30 02:09:00,2
2019-10-30 02:11:00,1
2019-10-30 02:14:00,1
2019-10-30 02:15:00,1
2019-10-30 02:20:00,1
2019-10-30 02:25:00,2
2019-10-30 02:30:00,2
2019-10-30 02:32:00,2
2019-10-30 02:33:00,1
2019-10-30 02:35:00,2
2019-10-30 02:38:00,1
2019-10-30 02:39:00,1
2019-10-30 02:42:00,1
2019-10-30 02:44:00,2
2019-10-30 02:47:00,1
2019-10-30 02:51:00,1
2019-10-30 02:53:00,4
2019-10-30 02:54:00,1
2019-10-30 02:56:00,1
2019-10-30 02:58:00,1
2019-10-30 02:59:00,1
2019-10-30 03:03:00,1
2019-10-30 03:08:00,1
2019-10-30 03:10:00,1
2019-10-30 03:15:00,1
2019-10-30 03:17:00,1
2019-10-30 03:19:00,1
2019-10-30 03:22:00,1
2019-10-30 03:24:00,1
2019-10-30 03:25:00,1
2019-10-30 03:30:00,1
2019-10-30 03:33:00,1
2019-10-30 03:35:00,1
2019-10-30 03:37:00,1
2019-10-30 03:39:00,2
2019-10-30 03:42:00,1
2019-10-30 03:47:00,1
2019-10-30 03:52:00,6
2019-10-30 03:55:00,1
2019-10-30 04:00:00,1
2019-10-30 04:02:00,1
2019-10-30 04:06:00,1
2019-10-30 04:14:00,1
2019-10-30 04:17:00,1
2019-10-30 04:20:00,1
2019-10-30 04:23:00,1
2019-10-30 04:26:00,1
2019-10-30 04:29:00,1
2019-10-30 04:32:00,5
2019-10-30 04:37:00,3
2019-10-30 04:40:00,7
2019-10-30 04:45:00,1
2019-10-30 04:50:00,1
2019-10-30 04:54:00,1
2019-10-30 05:01:00,2
2019-10-30 05:02:00,2
2019-10-30 05:05:00,1
2019-10-30 05:08:00,1
2019-10-30 05:11:00,2
2019-10-30 05:14:00,3
2019-10-30 05:15:00,1
2019-10-30 05:16:00,1
2019-10-30 05:19:00,5
2019-10-30 05:20:00,1
2019-10-30 05:22:00,1
2019-10-30 05:24:00,1
2019-10-30 05:26:00,1
2019-10-30 05:28:00,1
2019-10-30 05:33:00,1
2019-10-30 05:36:00,1
2019-10-30 05:39:00,2
2019-10-30 05:42:00,1
2019-10-30 05:45:00,1
2019-10-30 05:48:00,1
2019-10-30 05:50:00,1
2019-10-30 05:53:00,1
2019-10-30 05:56:00,1
2019-10-30 05:59:00,1
2019-10-30 06:02:00,1
2019-10-30 06:05:00,1
2019-10-30 06:08:00,3
2019-10-30 06:13:00,2
2019-10-30 06:15:00,1
2019-10-30 06:17:00,1
2019-10-30 06:21:00,1
2019-10-30 06:26:00,1
2019-10-30 06:27:00,1
2019-10-30 06:28:00,1
2019-10-30 06:30:00,1
2019-10-30 06:32:00,2
2019-10-30 06:33:00,12
2019-10-30 06:41:00,1
2019-10-30 06:46:00,1
2019-10-30 06:51:00,1
2019-10-30 06:56:00,1
2019-10-30 07:03:00,1
2019-10-30 07:06:00,1
2019-10-30 07:11:00,1
2019-10-30 07:15:00,1
2019-10-30 07:24:00,8
2019-10-30 07:29:00,1
2019-10-30 07:34:00,1
2019-10-30 07:37:00,1
2019-10-30 07:39:00,1
2019-10-30 07:44:00,1
2019-10-30 07:51:00,2
2019-10-30 07:54:00,1
2019-10-30 07:57:00,1
2019-10-30 08:00:00,3
2019-10-30 08:05:00,2
2019-10-30 08:07:00,1
2019-10-30 08:12:00,1
2019-10-30 08:17:00,1
2019-10-30 08:20:00,1
2019-10-30 08:23:00,2
2019-10-30 08:28:00,1
2019-10-30 08:30:00,1
2019-10-30 08:38:00,1
2019-10-30 08:39:00,1
2019-10-30 08:40:00,2
2019-10-30 08:42:00,2
2019-10-30 08:44:00,1
2019-10-30 08:48:00,1
2019-10-30 08:53:00,1
2019-10-30 08:58:00,1
2019-10-30 09:03:00,1
2019-10-30 09:09:00,1
2019-10-30 09:14:00,1
2019-10-30 09:18:00,1
2019-10-30 09:23:00,1
2019-10-30 09:38:00,1
2019-10-30 09:45:00,2
2019-10-30 09:46:00,1
2019-10-30 09:51:00,1
2019-10-30 09:56:00,1
2019-10-30 09:58:00,1
2019-10-30 09:59:00,1
2019-10-30 10:00:00,4
2019-10-30 10:02:00,1
2019-10-30 10:04:00,1
