75,"SELECT p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, psfFlux_u, psfFlux_g, psfFlux_r, psfFlux_i, psfFlux_z, psfFluxIvar_u, psfFluxIvar_g, psfFluxIvar_r, psfFluxIvar_i, psfFluxIvar_z FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-10-30 13:27:00,5
2019-10-30 13:40:00,5
2019-10-30 13:43:00,5
2019-10-30 13:56:00,1
2019-10-30 13:57:00,4
2019-10-30 14:12:00,5
2019-10-30 14:15:00,5
2019-10-30 14:16:00,1
2019-10-30 14:17:00,4
2019-10-30 14:19:00,3
2019-10-30 14:20:00,2
2019-10-30 14:23:00,5
2019-10-30 14:25:00,5
2019-10-30 14:26:00,1
2019-10-30 14:27:00,4
2019-10-30 14:29:00,5
2019-10-30 17:05:00,12
2019-10-30 17:06:00,3
