107402,"SELECT DISTINCT p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE (p.run=# AND p.camcol=# AND p.field=# AND p.rerun=#)"
2019-10-30 13:20:00,37
2019-10-30 13:21:00,47
2019-10-30 13:22:00,601
2019-10-30 13:23:00,28643
2019-10-30 13:24:00,22805
2019-10-30 13:25:00,21348
2019-10-30 13:26:00,23602
2019-10-30 14:36:00,113
2019-10-30 14:37:00,168
2019-10-30 14:38:00,163
2019-10-30 14:39:00,164
2019-10-30 14:40:00,170
2019-10-30 14:41:00,177
2019-10-30 14:42:00,175
2019-10-30 14:43:00,164
2019-10-30 14:44:00,173
2019-10-30 14:45:00,148
2019-10-30 14:46:00,129
2019-10-30 14:47:00,111
2019-10-30 14:48:00,90
2019-10-30 14:49:00,81
2019-10-30 14:50:00,101
2019-10-30 14:51:00,103
2019-10-30 14:52:00,143
2019-10-30 14:53:00,180
2019-10-30 14:54:00,179
2019-10-30 14:55:00,183
2019-10-30 14:56:00,192
2019-10-30 14:57:00,205
2019-10-30 14:58:00,215
2019-10-30 14:59:00,210
2019-10-30 15:00:00,199
2019-10-30 15:01:00,193
2019-10-30 15:02:00,189
2019-10-30 15:03:00,169
2019-10-30 15:04:00,201
2019-10-30 15:05:00,212
2019-10-30 15:06:00,190
2019-10-30 15:07:00,176
2019-10-30 15:08:00,171
2019-10-30 15:09:00,179
2019-10-30 15:10:00,168
2019-10-30 15:11:00,140
2019-10-30 15:12:00,135
2019-10-30 15:13:00,140
2019-10-30 15:14:00,141
2019-10-30 15:15:00,154
2019-10-30 15:16:00,172
2019-10-30 15:17:00,29
2019-10-30 16:49:00,1
2019-10-30 16:52:00,1
2019-10-30 16:54:00,155
2019-10-30 16:55:00,39
2019-10-30 16:56:00,37
2019-10-30 16:57:00,45
2019-10-30 16:58:00,43
2019-10-30 16:59:00,42
2019-10-30 17:00:00,39
2019-10-30 17:01:00,37
2019-10-30 17:02:00,36
2019-10-30 17:03:00,33
2019-10-30 17:04:00,33
2019-10-30 17:05:00,30
2019-10-30 17:06:00,16
2019-10-30 17:07:00,13
2019-10-30 17:08:00,10
2019-10-30 17:09:00,11
2019-10-30 17:10:00,4
2019-10-30 17:11:00,7
2019-10-30 17:12:00,9
2019-10-30 17:13:00,6
2019-10-30 17:14:00,11
2019-10-30 17:15:00,22
2019-10-30 17:16:00,32
2019-10-30 17:17:00,28
2019-10-30 17:18:00,23
2019-10-30 17:19:00,21
2019-10-30 17:20:00,8
2019-10-30 17:21:00,7
2019-10-30 17:22:00,8
2019-10-30 17:23:00,1
2019-10-30 17:24:00,7
2019-10-30 17:25:00,3
2019-10-30 17:26:00,4
2019-10-30 17:27:00,8
2019-10-30 17:28:00,5
2019-10-30 17:29:00,10
2019-10-30 17:30:00,12
2019-10-30 17:31:00,10
2019-10-30 17:32:00,10
2019-10-30 17:33:00,9
2019-10-30 17:34:00,8
2019-10-30 17:35:00,2
2019-10-30 17:36:00,5
2019-10-30 17:37:00,6
2019-10-30 17:38:00,6
2019-10-30 17:39:00,9
2019-10-30 17:40:00,4
2019-10-30 17:41:00,9
2019-10-30 17:42:00,8
2019-10-30 17:43:00,12
2019-10-30 17:44:00,16
2019-10-30 17:45:00,21
2019-10-30 17:46:00,23
2019-10-30 17:47:00,22
2019-10-30 17:48:00,21
2019-10-30 17:49:00,24
2019-10-30 17:50:00,18
2019-10-30 17:51:00,10
2019-10-30 17:52:00,10
2019-10-30 17:53:00,6
2019-10-30 17:54:00,8
2019-10-30 17:55:00,8
2019-10-30 17:56:00,10
2019-10-30 17:57:00,6
2019-10-30 17:58:00,7
2019-10-30 17:59:00,2
2019-10-30 18:00:00,6
2019-10-30 18:01:00,5
2019-10-30 18:02:00,2
2019-10-30 18:03:00,4
2019-10-30 18:04:00,2
2019-10-30 18:05:00,6
2019-10-30 18:06:00,1
2019-10-30 18:07:00,3
2019-10-30 18:08:00,4
2019-10-30 18:09:00,5
2019-10-30 18:10:00,2
2019-10-30 18:11:00,5
2019-10-30 18:12:00,6
2019-10-30 18:13:00,3
2019-10-30 18:14:00,1
2019-10-30 18:15:00,5
2019-10-30 18:16:00,6
2019-10-30 18:17:00,3
2019-10-30 18:18:00,7
2019-10-30 18:19:00,8
2019-10-30 18:20:00,7
2019-10-30 18:21:00,7
2019-10-30 18:22:00,2
2019-10-30 18:23:00,5
2019-10-30 18:24:00,3
2019-10-30 18:25:00,5
2019-10-30 18:26:00,3
2019-10-30 18:27:00,4
2019-10-30 18:28:00,6
2019-10-30 18:29:00,4
2019-10-30 18:30:00,3
2019-10-30 18:31:00,2
2019-10-30 18:32:00,6
2019-10-30 18:33:00,3
2019-10-30 18:34:00,3
2019-10-30 18:35:00,7
2019-10-30 18:36:00,5
2019-10-30 18:37:00,2
2019-10-30 18:38:00,6
2019-10-30 18:39:00,5
2019-10-30 18:40:00,7
2019-10-30 18:41:00,4
2019-10-30 18:42:00,6
2019-10-30 18:43:00,4
2019-10-30 18:44:00,7
2019-10-30 18:45:00,5
2019-10-30 18:46:00,9
2019-10-30 18:47:00,16
2019-10-30 18:48:00,19
2019-10-30 18:49:00,16
2019-10-30 18:50:00,13
2019-10-30 18:51:00,14
2019-10-30 18:52:00,10
2019-10-30 18:53:00,10
2019-10-30 18:54:00,3
2019-10-30 18:55:00,7
2019-10-30 18:56:00,2
2019-10-30 18:57:00,5
2019-10-30 18:58:00,3
2019-10-30 18:59:00,2
