11,"select yy, mm, dd, hh, mi, ss,  logID, clientIP, requestor, server, dbname, access,  elapsed, busy, rows, statement, error, errorMessage, isvisible  into sqllogall2#_#_#h_to_#_#h  from sqllogall  where yy = #   and mm between # and #   and dd between # and #   and hh between # and #"
2019-10-30 10:13:00,1
2019-10-30 10:22:00,1
2019-10-30 10:24:00,1
2019-10-30 11:09:00,1
2019-10-30 12:26:00,1
2019-10-30 14:50:00,1
2019-10-30 15:04:00,1
2019-10-30 16:02:00,1
2019-10-30 17:30:00,1
2019-10-30 17:33:00,1
2019-10-30 17:37:00,1
