3381,"select  	r.run, r.rerun, r.camcol, r.field, f.fieldId, r.stripe, r.strip,  	r.ra, r.dec, r.raMin, r.raMax, r.decMin, r.decMax,  	r.mu, r.nu, r.incl, r.node, 	r.a, r.b, r.c, r.d, r.e, r.f,  	f.quality, 	f.a_u, f.b_u, f.c_u, f.d_u, f.e_u, f.f_u, 	f.a_g, f.b_g, f.c_g, f.d_g, f.e_g, f.f_g, 	f.a_r, f.b_r, f.c_r, f.d_r, f.e_r, f.f_r, 	f.a_i, f.b_i, f.c_i, f.d_i, f.e_i, f.f_i, 	f.a_z, f.b_z, f.c_z, f.d_z, f.e_z, f.f_z,   dbo.fGetUrlFitsCFrame(f.fieldId,&&&) as u_url, 	dbo.fGetUrlFitsCFrame(f.fieldId,&&&) as g_url, 	dbo.fGetUrlFitsCFrame(f.fieldId,&&&) as r_url, 	dbo.fGetUrlFitsCFrame(f.fieldId,&&&) as i_url, 	dbo.fGetUrlFitsCFrame(f.fieldId,&&&) as z_url   from dbo.fGetNearbyFrameEq(#,#,#,#) n, Frame r, Field f   where f.fieldId=r.fieldId and r.fieldId=n.fieldId and r.zoom=#"
2019-01-10 00:00:00,2
2019-01-10 00:01:00,8
2019-01-10 00:02:00,9
2019-01-10 00:03:00,4
2019-01-10 00:05:00,1
2019-01-10 00:06:00,1
2019-01-10 00:09:00,1
2019-01-10 00:10:00,2
2019-01-10 00:11:00,8
2019-01-10 00:12:00,9
2019-01-10 00:15:00,1
2019-01-10 00:19:00,1
2019-01-10 00:20:00,2
2019-01-10 00:21:00,8
2019-01-10 00:22:00,9
2019-01-10 00:25:00,1
2019-01-10 00:29:00,1
2019-01-10 00:30:00,2
2019-01-10 00:31:00,8
2019-01-10 00:32:00,9
2019-01-10 00:34:00,4
2019-01-10 00:35:00,1
2019-01-10 00:39:00,1
2019-01-10 00:40:00,3
2019-01-10 00:41:00,9
2019-01-10 00:42:00,9
2019-01-10 00:45:00,1
2019-01-10 00:49:00,1
2019-01-10 00:50:00,10
2019-01-10 00:51:00,8
2019-01-10 00:52:00,9
2019-01-10 00:53:00,5
2019-01-10 00:55:00,1
2019-01-10 00:57:00,1
2019-01-10 00:59:00,1
2019-01-10 01:00:00,2
2019-01-10 01:01:00,8
2019-01-10 01:02:00,9
2019-01-10 01:04:00,1
2019-01-10 01:05:00,1
2019-01-10 01:06:00,1
2019-01-10 01:09:00,2
2019-01-10 01:10:00,2
2019-01-10 01:11:00,9
2019-01-10 01:12:00,9
2019-01-10 01:15:00,1
2019-01-10 01:19:00,1
2019-01-10 01:20:00,2
2019-01-10 01:21:00,8
2019-01-10 01:22:00,9
2019-01-10 01:24:00,5
2019-01-10 01:25:00,1
2019-01-10 01:29:00,1
2019-01-10 01:30:00,2
2019-01-10 01:31:00,8
2019-01-10 01:32:00,9
2019-01-10 01:35:00,1
2019-01-10 01:39:00,5
2019-01-10 01:40:00,7
2019-01-10 01:41:00,9
2019-01-10 01:42:00,9
2019-01-10 01:45:00,1
2019-01-10 01:49:00,1
2019-01-10 01:50:00,2
2019-01-10 01:51:00,8
2019-01-10 01:52:00,9
2019-01-10 01:53:00,5
2019-01-10 01:55:00,1
2019-01-10 01:58:00,1
2019-01-10 01:59:00,1
2019-01-10 02:00:00,2
2019-01-10 02:01:00,8
2019-01-10 02:02:00,9
2019-01-10 02:05:00,1
2019-01-10 02:07:00,1
2019-01-10 02:09:00,1
2019-01-10 02:10:00,2
2019-01-10 02:11:00,8
2019-01-10 02:12:00,9
2019-01-10 02:15:00,1
2019-01-10 02:19:00,1
2019-01-10 02:20:00,2
2019-01-10 02:21:00,5
2019-01-10 02:22:00,12
2019-01-10 02:25:00,1
2019-01-10 02:26:00,1
2019-01-10 02:27:00,2
2019-01-10 02:28:00,1
2019-01-10 02:29:00,1
2019-01-10 02:30:00,3
2019-01-10 02:31:00,6
2019-01-10 02:32:00,13
2019-01-10 02:33:00,1
2019-01-10 02:35:00,1
2019-01-10 02:39:00,1
2019-01-10 02:40:00,3
2019-01-10 02:41:00,6
2019-01-10 02:42:00,12
2019-01-10 02:45:00,1
2019-01-10 02:49:00,1
2019-01-10 02:50:00,2
2019-01-10 02:51:00,5
2019-01-10 02:52:00,12
2019-01-10 02:53:00,5
2019-01-10 02:55:00,5
2019-01-10 02:57:00,1
2019-01-10 02:59:00,1
2019-01-10 03:00:00,2
2019-01-10 03:01:00,9
2019-01-10 03:02:00,12
2019-01-10 03:05:00,1
2019-01-10 03:06:00,1
2019-01-10 03:09:00,1
2019-01-10 03:10:00,2
2019-01-10 03:11:00,5
2019-01-10 03:12:00,12
2019-01-10 03:15:00,1
2019-01-10 03:19:00,1
2019-01-10 03:20:00,2
2019-01-10 03:21:00,5
2019-01-10 03:22:00,12
2019-01-10 03:25:00,1
2019-01-10 03:29:00,1
2019-01-10 03:30:00,2
2019-01-10 03:31:00,9
2019-01-10 03:32:00,12
2019-01-10 03:35:00,1
2019-01-10 03:37:00,1
2019-01-10 03:39:00,1
2019-01-10 03:40:00,4
2019-01-10 03:41:00,8
2019-01-10 03:42:00,12
2019-01-10 03:45:00,1
2019-01-10 03:49:00,1
2019-01-10 03:50:00,2
2019-01-10 03:51:00,5
2019-01-10 03:52:00,12
2019-01-10 03:53:00,5
2019-01-10 03:55:00,1
2019-01-10 03:57:00,1
2019-01-10 03:59:00,1
2019-01-10 04:00:00,2
2019-01-10 04:01:00,5
2019-01-10 04:02:00,12
2019-01-10 04:05:00,1
2019-01-10 04:06:00,1
2019-01-10 04:07:00,5
2019-01-10 04:09:00,1
2019-01-10 04:10:00,2
2019-01-10 04:11:00,5
2019-01-10 04:12:00,12
2019-01-10 04:15:00,1
2019-01-10 04:19:00,1
2019-01-10 04:20:00,2
2019-01-10 04:21:00,5
2019-01-10 04:22:00,12
2019-01-10 04:25:00,1
2019-01-10 04:29:00,1
2019-01-10 04:30:00,2
2019-01-10 04:31:00,10
2019-01-10 04:32:00,12
2019-01-10 04:35:00,1
2019-01-10 04:39:00,1
2019-01-10 04:40:00,3
2019-01-10 04:41:00,6
2019-01-10 04:42:00,12
2019-01-10 04:45:00,1
2019-01-10 04:49:00,1
2019-01-10 04:50:00,2
2019-01-10 04:51:00,5
2019-01-10 04:52:00,12
2019-01-10 04:53:00,5
2019-01-10 04:55:00,1
2019-01-10 04:56:00,5
2019-01-10 04:57:00,1
2019-01-10 04:59:00,1
2019-01-10 05:00:00,2
2019-01-10 05:01:00,5
2019-01-10 05:02:00,12
2019-01-10 05:05:00,1
2019-01-10 05:06:00,1
2019-01-10 05:09:00,1
2019-01-10 05:10:00,4
2019-01-10 05:11:00,7
2019-01-10 05:12:00,12
2019-01-10 05:15:00,1
2019-01-10 05:19:00,1
2019-01-10 05:20:00,2
2019-01-10 05:21:00,5
2019-01-10 05:22:00,12
2019-01-10 05:25:00,1
2019-01-10 05:29:00,1
2019-01-10 05:30:00,2
2019-01-10 05:31:00,5
2019-01-10 05:32:00,12
2019-01-10 05:35:00,1
2019-01-10 05:39:00,1
2019-01-10 05:40:00,3
2019-01-10 05:41:00,6
2019-01-10 05:42:00,12
2019-01-10 05:44:00,4
2019-01-10 05:45:00,1
2019-01-10 05:49:00,1
2019-01-10 05:50:00,2
2019-01-10 05:51:00,5
2019-01-10 05:52:00,12
2019-01-10 05:53:00,5
2019-01-10 05:55:00,1
2019-01-10 05:57:00,1
2019-01-10 05:59:00,1
2019-01-10 06:00:00,22
2019-01-10 06:01:00,6
2019-01-10 06:02:00,22
2019-01-10 06:05:00,1
2019-01-10 06:06:00,1
2019-01-10 06:09:00,1
2019-01-10 06:10:00,2
2019-01-10 06:11:00,5
2019-01-10 06:12:00,12
2019-01-10 06:15:00,1
2019-01-10 06:19:00,1
2019-01-10 06:20:00,2
2019-01-10 06:21:00,5
2019-01-10 06:22:00,12
2019-01-10 06:25:00,1
2019-01-10 06:29:00,1
2019-01-10 06:30:00,2
2019-01-10 06:31:00,5
2019-01-10 06:32:00,12
2019-01-10 06:35:00,1
2019-01-10 06:39:00,1
2019-01-10 06:40:00,3
2019-01-10 06:41:00,6
2019-01-10 06:42:00,12
2019-01-10 06:45:00,1
2019-01-10 06:49:00,1
2019-01-10 06:50:00,2
2019-01-10 06:51:00,5
2019-01-10 06:52:00,12
2019-01-10 06:53:00,5
2019-01-10 06:55:00,1
2019-01-10 06:57:00,1
2019-01-10 06:59:00,1
2019-01-10 07:00:00,2
2019-01-10 07:01:00,5
2019-01-10 07:02:00,12
2019-01-10 07:05:00,21
2019-01-10 07:06:00,1
2019-01-10 07:07:00,10
2019-01-10 07:09:00,1
2019-01-10 07:10:00,2
2019-01-10 07:11:00,5
2019-01-10 07:12:00,12
2019-01-10 07:15:00,1
2019-01-10 07:19:00,1
2019-01-10 07:20:00,2
2019-01-10 07:21:00,5
2019-01-10 07:22:00,12
2019-01-10 07:25:00,1
2019-01-10 07:29:00,1
2019-01-10 07:30:00,2
2019-01-10 07:31:00,5
2019-01-10 07:32:00,12
2019-01-10 07:35:00,1
2019-01-10 07:39:00,1
2019-01-10 07:40:00,7
2019-01-10 07:41:00,6
2019-01-10 07:42:00,12
2019-01-10 07:45:00,1
2019-01-10 07:49:00,1
2019-01-10 07:50:00,22
2019-01-10 07:51:00,5
2019-01-10 07:52:00,22
2019-01-10 07:53:00,5
2019-01-10 07:55:00,1
2019-01-10 07:57:00,2
2019-01-10 07:58:00,1
2019-01-10 07:59:00,1
2019-01-10 08:00:00,2
2019-01-10 08:01:00,5
2019-01-10 08:02:00,12
2019-01-10 08:05:00,1
2019-01-10 08:06:00,1
2019-01-10 08:09:00,1
2019-01-10 08:10:00,2
2019-01-10 08:11:00,5
2019-01-10 08:12:00,12
2019-01-10 08:14:00,1
2019-01-10 08:15:00,1
2019-01-10 08:17:00,5
2019-01-10 08:19:00,1
2019-01-10 08:20:00,2
2019-01-10 08:21:00,5
2019-01-10 08:22:00,12
2019-01-10 08:25:00,1
2019-01-10 08:29:00,1
2019-01-10 08:30:00,2
2019-01-10 08:31:00,5
2019-01-10 08:32:00,17
2019-01-10 08:35:00,1
2019-01-10 08:39:00,1
2019-01-10 08:40:00,3
2019-01-10 08:41:00,6
2019-01-10 08:42:00,12
2019-01-10 08:45:00,1
2019-01-10 08:48:00,4
2019-01-10 08:49:00,1
2019-01-10 08:50:00,1
2019-01-10 08:51:00,6
2019-01-10 08:52:00,12
2019-01-10 08:53:00,5
2019-01-10 08:55:00,1
2019-01-10 08:57:00,1
2019-01-10 08:59:00,1
2019-01-10 09:00:00,1
2019-01-10 09:01:00,6
2019-01-10 09:02:00,12
2019-01-10 09:05:00,1
2019-01-10 09:06:00,9
2019-01-10 09:09:00,1
2019-01-10 09:10:00,1
2019-01-10 09:11:00,6
2019-01-10 09:12:00,12
2019-01-10 09:15:00,1
2019-01-10 09:19:00,1
2019-01-10 09:20:00,1
2019-01-10 09:21:00,6
2019-01-10 09:22:00,12
2019-01-10 09:25:00,1
2019-01-10 09:26:00,20
2019-01-10 09:27:00,10
2019-01-10 09:28:00,20
2019-01-10 09:29:00,11
2019-01-10 09:30:00,1
2019-01-10 09:31:00,6
2019-01-10 09:32:00,20
2019-01-10 09:33:00,4
2019-01-10 09:35:00,1
2019-01-10 09:37:00,1
2019-01-10 09:38:00,2
2019-01-10 09:39:00,1
2019-01-10 09:40:00,4
2019-01-10 09:41:00,7
2019-01-10 09:42:00,12
2019-01-10 09:43:00,3
2019-01-10 09:44:00,1
2019-01-10 09:45:00,3
2019-01-10 09:48:00,1
2019-01-10 09:49:00,2
2019-01-10 09:50:00,1
2019-01-10 09:51:00,6
2019-01-10 09:52:00,12
2019-01-10 09:53:00,5
2019-01-10 09:54:00,4
2019-01-10 09:55:00,1
2019-01-10 09:57:00,21
2019-01-10 09:59:00,11
2019-01-10 10:00:00,1
2019-01-10 10:01:00,6
2019-01-10 10:02:00,12
2019-01-10 10:04:00,1
2019-01-10 10:05:00,1
2019-01-10 10:06:00,2
2019-01-10 10:09:00,2
2019-01-10 10:10:00,7
2019-01-10 10:11:00,7
2019-01-10 10:12:00,12
2019-01-10 10:13:00,2
2019-01-10 10:14:00,1
2019-01-10 10:15:00,5
2019-01-10 10:16:00,6
2019-01-10 10:17:00,1
2019-01-10 10:18:00,3
2019-01-10 10:19:00,4
2019-01-10 10:20:00,6
2019-01-10 10:21:00,10
2019-01-10 10:22:00,16
2019-01-10 10:24:00,6
2019-01-10 10:25:00,1
2019-01-10 10:26:00,2
2019-01-10 10:27:00,3
2019-01-10 10:28:00,6
2019-01-10 10:29:00,4
2019-01-10 10:30:00,10
2019-01-10 10:31:00,9
2019-01-10 10:32:00,18
2019-01-10 10:34:00,3
2019-01-10 10:35:00,6
2019-01-10 10:36:00,4
2019-01-10 10:37:00,3
2019-01-10 10:38:00,3
2019-01-10 10:39:00,4
2019-01-10 10:40:00,2
2019-01-10 10:41:00,11
2019-01-10 10:42:00,12
2019-01-10 10:44:00,6
2019-01-10 10:45:00,1
2019-01-10 10:49:00,1
2019-01-10 10:51:00,7
2019-01-10 10:52:00,12
2019-01-10 10:53:00,5
2019-01-10 10:55:00,1
2019-01-10 10:57:00,1
2019-01-10 10:59:00,1
2019-01-10 11:00:00,1
2019-01-10 11:01:00,10
2019-01-10 11:02:00,16
2019-01-10 11:03:00,13
2019-01-10 11:04:00,5
2019-01-10 11:05:00,1
2019-01-10 11:06:00,1
2019-01-10 11:09:00,1
2019-01-10 11:10:00,1
2019-01-10 11:11:00,6
2019-01-10 11:12:00,12
2019-01-10 11:15:00,1
2019-01-10 11:18:00,20
2019-01-10 11:19:00,1
2019-01-10 11:20:00,10
2019-01-10 11:21:00,8
2019-01-10 11:22:00,12
2019-01-10 11:23:00,1
2019-01-10 11:24:00,1
2019-01-10 11:25:00,6
2019-01-10 11:27:00,4
2019-01-10 11:29:00,1
2019-01-10 11:31:00,7
2019-01-10 11:32:00,12
2019-01-10 11:35:00,1
2019-01-10 11:39:00,2
2019-01-10 11:40:00,1
2019-01-10 11:41:00,11
2019-01-10 11:42:00,12
2019-01-10 11:43:00,4
2019-01-10 11:45:00,5
2019-01-10 11:49:00,1
2019-01-10 11:51:00,7
2019-01-10 11:52:00,16
2019-01-10 11:53:00,5
2019-01-10 11:55:00,1
2019-01-10 11:57:00,1
2019-01-10 11:59:00,1
2019-01-10 12:01:00,7
2019-01-10 12:02:00,12
2019-01-10 12:05:00,1
2019-01-10 12:06:00,1
2019-01-10 12:08:00,1
2019-01-10 12:09:00,4
2019-01-10 12:11:00,7
2019-01-10 12:12:00,12
2019-01-10 12:15:00,1
2019-01-10 12:19:00,1
2019-01-10 12:21:00,7
2019-01-10 12:22:00,12
2019-01-10 12:25:00,2
2019-01-10 12:29:00,1
2019-01-10 12:31:00,7
2019-01-10 12:32:00,12
2019-01-10 12:35:00,1
2019-01-10 12:39:00,1
2019-01-10 12:40:00,1
2019-01-10 12:41:00,8
2019-01-10 12:42:00,12
2019-01-10 12:45:00,5
2019-01-10 12:46:00,1
2019-01-10 12:47:00,1
2019-01-10 12:49:00,1
2019-01-10 12:51:00,7
2019-01-10 12:52:00,12
2019-01-10 12:53:00,5
2019-01-10 12:55:00,1
2019-01-10 12:57:00,1
2019-01-10 12:59:00,1
2019-01-10 13:01:00,7
2019-01-10 13:02:00,12
2019-01-10 13:05:00,1
2019-01-10 13:06:00,1
2019-01-10 13:08:00,4
2019-01-10 13:09:00,1
2019-01-10 13:11:00,11
2019-01-10 13:12:00,12
2019-01-10 13:15:00,1
2019-01-10 13:19:00,2
2019-01-10 13:21:00,7
2019-01-10 13:22:00,12
2019-01-10 13:25:00,1
2019-01-10 13:29:00,1
2019-01-10 13:31:00,7
2019-01-10 13:32:00,12
2019-01-10 13:35:00,1
2019-01-10 13:39:00,1
2019-01-10 13:40:00,1
2019-01-10 13:41:00,8
2019-01-10 13:42:00,8
2019-01-10 13:43:00,4
2019-01-10 13:45:00,1
2019-01-10 13:49:00,5
2019-01-10 13:51:00,7
2019-01-10 13:52:00,8
2019-01-10 13:53:00,4
2019-01-10 13:54:00,5
2019-01-10 13:55:00,1
2019-01-10 13:57:00,1
2019-01-10 13:59:00,1
2019-01-10 14:01:00,7
2019-01-10 14:02:00,8
2019-01-10 14:03:00,4
2019-01-10 14:04:00,4
2019-01-10 14:05:00,22
2019-01-10 14:06:00,4
2019-01-10 14:07:00,10
2019-01-10 14:08:00,4
2019-01-10 14:09:00,1
2019-01-10 14:11:00,5
2019-01-10 14:12:00,10
2019-01-10 14:13:00,4
2019-01-10 14:16:00,5
2019-01-10 14:19:00,5
2019-01-10 14:21:00,7
2019-01-10 14:22:00,8
2019-01-10 14:23:00,4
2019-01-10 14:26:00,1
2019-01-10 14:29:00,1
2019-01-10 14:31:00,5
2019-01-10 14:32:00,10
2019-01-10 14:33:00,4
2019-01-10 14:36:00,1
2019-01-10 14:39:00,1
2019-01-10 14:40:00,1
2019-01-10 14:41:00,6
2019-01-10 14:42:00,10
2019-01-10 14:43:00,4
2019-01-10 14:46:00,1
2019-01-10 14:49:00,1
2019-01-10 14:51:00,5
2019-01-10 14:52:00,10
2019-01-10 14:53:00,11
2019-01-10 14:54:00,1
2019-01-10 14:55:00,1
2019-01-10 14:56:00,2
2019-01-10 14:57:00,2
2019-01-10 14:59:00,1
2019-01-10 15:01:00,5
2019-01-10 15:02:00,10
2019-01-10 15:03:00,4
2019-01-10 15:06:00,2
2019-01-10 15:09:00,1
2019-01-10 15:11:00,5
2019-01-10 15:12:00,10
2019-01-10 15:13:00,4
2019-01-10 15:16:00,1
2019-01-10 15:18:00,20
2019-01-10 15:19:00,5
2019-01-10 15:20:00,10
2019-01-10 15:21:00,7
2019-01-10 15:22:00,8
2019-01-10 15:23:00,4
2019-01-10 15:24:00,4
2019-01-10 15:26:00,1
2019-01-10 15:29:00,1
2019-01-10 15:31:00,6
2019-01-10 15:32:00,7
2019-01-10 15:33:00,6
2019-01-10 15:36:00,5
2019-01-10 15:39:00,16
2019-01-10 15:40:00,1
2019-01-10 15:41:00,11
2019-01-10 15:42:00,8
2019-01-10 15:43:00,6
2019-01-10 15:46:00,1
2019-01-10 15:49:00,5
2019-01-10 15:51:00,5
2019-01-10 15:52:00,8
2019-01-10 15:53:00,15
2019-01-10 15:55:00,4
2019-01-10 15:56:00,5
2019-01-10 15:57:00,1
2019-01-10 15:59:00,1
2019-01-10 16:01:00,5
2019-01-10 16:02:00,8
2019-01-10 16:03:00,6
2019-01-10 16:06:00,2
2019-01-10 16:07:00,20
2019-01-10 16:09:00,11
2019-01-10 16:10:00,4
2019-01-10 16:11:00,5
2019-01-10 16:12:00,8
2019-01-10 16:13:00,6
2019-01-10 16:14:00,5
2019-01-10 16:16:00,1
2019-01-10 16:18:00,4
2019-01-10 16:19:00,1
2019-01-10 16:21:00,3
2019-01-10 16:22:00,10
2019-01-10 16:23:00,6
2019-01-10 16:26:00,5
2019-01-10 16:27:00,4
2019-01-10 16:29:00,1
2019-01-10 16:31:00,3
2019-01-10 16:32:00,10
2019-01-10 16:33:00,10
2019-01-10 16:36:00,1
2019-01-10 16:37:00,1
2019-01-10 16:39:00,1
2019-01-10 16:40:00,1
2019-01-10 16:41:00,4
2019-01-10 16:42:00,10
2019-01-10 16:43:00,6
2019-01-10 16:46:00,1
2019-01-10 16:49:00,1
2019-01-10 16:51:00,3
2019-01-10 16:52:00,10
2019-01-10 16:53:00,11
2019-01-10 16:56:00,2
2019-01-10 16:59:00,1
2019-01-10 17:01:00,3
2019-01-10 17:02:00,10
2019-01-10 17:03:00,6
2019-01-10 17:06:00,2
2019-01-10 17:09:00,1
2019-01-10 17:10:00,4
2019-01-10 17:11:00,7
2019-01-10 17:12:00,10
2019-01-10 17:13:00,6
2019-01-10 17:14:00,4
2019-01-10 17:15:00,4
2019-01-10 17:16:00,5
2019-01-10 17:19:00,1
2019-01-10 17:21:00,3
2019-01-10 17:22:00,10
2019-01-10 17:23:00,6
2019-01-10 17:26:00,1
2019-01-10 17:28:00,5
2019-01-10 17:29:00,1
2019-01-10 17:31:00,3
2019-01-10 17:32:00,10
2019-01-10 17:33:00,6
2019-01-10 17:34:00,4
2019-01-10 17:36:00,1
2019-01-10 17:39:00,1
2019-01-10 17:40:00,1
2019-01-10 17:41:00,4
2019-01-10 17:42:00,10
2019-01-10 17:43:00,6
2019-01-10 17:44:00,1
2019-01-10 17:46:00,1
2019-01-10 17:49:00,1
2019-01-10 17:51:00,3
2019-01-10 17:52:00,10
2019-01-10 17:53:00,11
2019-01-10 17:56:00,2
2019-01-10 17:59:00,1
2019-01-10 18:01:00,13
2019-01-10 18:02:00,12
2019-01-10 18:03:00,9
2019-01-10 18:05:00,1
2019-01-10 18:06:00,1
2019-01-10 18:09:00,5
2019-01-10 18:11:00,3
2019-01-10 18:12:00,7
2019-01-10 18:13:00,9
2019-01-10 18:16:00,1
2019-01-10 18:19:00,1
2019-01-10 18:21:00,3
2019-01-10 18:22:00,7
2019-01-10 18:23:00,9
2019-01-10 18:26:00,1
2019-01-10 18:30:00,1
2019-01-10 18:31:00,3
2019-01-10 18:32:00,7
2019-01-10 18:33:00,9
2019-01-10 18:36:00,1
2019-01-10 18:37:00,4
2019-01-10 18:40:00,2
2019-01-10 18:41:00,4
2019-01-10 18:42:00,7
2019-01-10 18:43:00,9
2019-01-10 18:46:00,2
2019-01-10 18:47:00,1
2019-01-10 18:50:00,1
2019-01-10 18:51:00,3
2019-01-10 18:52:00,7
2019-01-10 18:53:00,18
2019-01-10 18:55:00,4
2019-01-10 18:56:00,5
2019-01-10 18:57:00,1
2019-01-10 19:00:00,1
2019-01-10 19:01:00,3
2019-01-10 19:02:00,7
2019-01-10 19:03:00,9
2019-01-10 19:06:00,2
