2,"select data.*, spec.zWarning,   line.h_alpha_flux, line.h_alpha_flux_err, line.h_alpha_reqw, line.h_alpha_reqw_err,   line.h_beta_flux, line.h_beta_flux_err, line.h_beta_reqw, line.h_beta_reqw_err,   line.oiii_#_flux, line.oiii_#_flux_err, line.oiii_#_reqw, line.oiii_#_reqw_err,   line.nii_#_flux, line.nii_#_flux_err, line.nii_#_reqw, line.nii_#_reqw_err from MyDB.DR1#_MGS_HETDEX_Data2 as data, DR1#.specObj as spec, DR1#.galSpecLine as line where data.specObjID = spec.specObjID and spec.specObjID = line.specObjID   and spec.z < #   and spec.zWarning = #"
2019-01-10 08:47:00,1
2019-01-10 08:48:00,1
