70,select distinct parent from DBViewCols where viewname=&&&
2019-01-10 00:17:00,1
2019-01-10 00:20:00,1
2019-01-10 00:21:00,1
2019-01-10 02:14:00,1
2019-01-10 05:04:00,2
2019-01-10 07:50:00,1
2019-01-10 07:51:00,3
2019-01-10 07:52:00,1
2019-01-10 08:06:00,1
2019-01-10 08:17:00,1
2019-01-10 09:32:00,1
2019-01-10 11:06:00,2
2019-01-10 11:14:00,1
2019-01-10 12:51:00,1
2019-01-10 14:38:00,1
2019-01-10 14:58:00,6
2019-01-10 14:59:00,8
2019-01-10 15:00:00,9
2019-01-10 15:01:00,6
2019-01-10 15:02:00,5
2019-01-10 15:03:00,6
2019-01-10 17:46:00,2
2019-01-10 18:06:00,1
2019-01-10 18:07:00,1
2019-01-10 19:03:00,1
2019-01-10 19:29:00,2
2019-01-10 22:16:00,2
2019-01-10 22:17:00,1
2019-01-10 23:53:00,1
