36,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-01-10 11:11:00,2
2019-01-10 11:15:00,2
2019-01-10 11:19:00,2
2019-01-10 11:23:00,2
2019-01-10 11:36:00,2
2019-01-10 11:37:00,1
2019-01-10 11:38:00,3
2019-01-10 11:40:00,3
2019-01-10 11:41:00,1
2019-01-10 11:42:00,2
2019-01-10 12:04:00,2
2019-01-10 12:07:00,2
2019-01-10 12:09:00,2
2019-01-10 12:12:00,2
2019-01-10 12:57:00,2
2019-01-10 13:03:00,2
2019-01-10 13:07:00,2
2019-01-10 13:17:00,2
