81,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-01-10 05:27:00,1
2019-01-10 05:28:00,1
2019-01-10 07:20:00,1
2019-01-10 07:31:00,4
2019-01-10 07:37:00,1
2019-01-10 07:40:00,1
2019-01-10 07:45:00,3
2019-01-10 08:56:00,2
2019-01-10 09:09:00,1
2019-01-10 09:10:00,1
2019-01-10 09:18:00,1
2019-01-10 09:29:00,1
2019-01-10 09:30:00,1
2019-01-10 13:51:00,3
2019-01-10 13:52:00,1
2019-01-10 13:58:00,1
2019-01-10 13:59:00,1
2019-01-10 14:00:00,5
2019-01-10 14:30:00,1
2019-01-10 14:31:00,2
2019-01-10 14:38:00,1
2019-01-10 14:39:00,5
2019-01-10 14:59:00,1
2019-01-10 15:01:00,1
2019-01-10 15:02:00,2
2019-01-10 15:03:00,2
2019-01-10 15:07:00,2
2019-01-10 15:08:00,2
2019-01-10 15:10:00,4
2019-01-10 15:11:00,2
2019-01-10 15:12:00,3
2019-01-10 15:13:00,1
2019-01-10 15:14:00,2
2019-01-10 15:15:00,3
2019-01-10 15:16:00,2
2019-01-10 15:17:00,2
2019-01-10 15:18:00,2
2019-01-10 15:19:00,1
2019-01-10 16:16:00,1
2019-01-10 16:42:00,1
2019-01-10 18:34:00,2
2019-01-10 20:00:00,2
2019-01-10 20:24:00,1
2019-01-10 20:33:00,3
