134,"SELECT * FROM dbo.fFootprintEq( #,#,#)"
2019-08-06 01:07:00,4
2019-08-06 01:08:00,3
2019-08-06 01:09:00,5
2019-08-06 01:10:00,6
2019-08-06 01:11:00,2
2019-08-06 03:42:00,2
2019-08-06 03:43:00,2
2019-08-06 03:47:00,4
2019-08-06 03:49:00,4
2019-08-06 03:50:00,2
2019-08-06 03:51:00,4
2019-08-06 03:53:00,4
2019-08-06 03:54:00,3
2019-08-06 03:55:00,1
2019-08-06 03:56:00,4
2019-08-06 03:57:00,4
2019-08-06 03:58:00,4
2019-08-06 03:59:00,2
2019-08-06 04:00:00,2
2019-08-06 04:01:00,4
2019-08-06 04:02:00,4
2019-08-06 04:03:00,4
2019-08-06 04:04:00,4
2019-08-06 04:06:00,3
2019-08-06 04:07:00,3
2019-08-06 04:08:00,4
2019-08-06 04:09:00,4
2019-08-06 10:29:00,2
2019-08-06 10:30:00,2
2019-08-06 10:34:00,4
2019-08-06 10:35:00,4
2019-08-06 10:36:00,3
2019-08-06 10:37:00,5
2019-08-06 10:38:00,4
2019-08-06 10:39:00,6
2019-08-06 10:40:00,4
2019-08-06 18:08:00,4
2019-08-06 18:09:00,4
