25,"SELECT TOP #  p.run, p.rerun, p.camcol, p.field  FROM PhotoObjDR7 AS p  WHERE p.dr7objid=#"
2019-08-06 00:18:00,1
2019-08-06 04:33:00,1
2019-08-06 04:59:00,1
2019-08-06 07:02:00,1
2019-08-06 08:00:00,1
2019-08-06 08:02:00,1
2019-08-06 08:59:00,1
2019-08-06 10:30:00,1
2019-08-06 14:10:00,1
2019-08-06 14:14:00,4
2019-08-06 16:02:00,1
2019-08-06 16:24:00,1
2019-08-06 17:10:00,1
2019-08-06 17:53:00,1
2019-08-06 18:27:00,1
2019-08-06 18:46:00,3
2019-08-06 20:08:00,1
2019-08-06 20:30:00,1
2019-08-06 22:07:00,1
2019-08-06 23:30:00,1
