148,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-08-06 00:50:00,2
2019-08-06 00:51:00,4
2019-08-06 00:52:00,2
2019-08-06 00:56:00,1
2019-08-06 01:50:00,2
2019-08-06 01:51:00,2
2019-08-06 01:56:00,2
2019-08-06 02:00:00,1
2019-08-06 02:28:00,3
2019-08-06 02:29:00,2
2019-08-06 02:36:00,1
2019-08-06 02:38:00,2
2019-08-06 02:43:00,1
2019-08-06 03:08:00,2
2019-08-06 03:10:00,1
2019-08-06 03:11:00,1
2019-08-06 03:14:00,1
2019-08-06 03:18:00,1
2019-08-06 03:42:00,1
2019-08-06 03:43:00,1
2019-08-06 03:45:00,4
2019-08-06 03:51:00,2
2019-08-06 04:11:00,2
2019-08-06 04:15:00,2
2019-08-06 04:20:00,1
2019-08-06 04:21:00,3
2019-08-06 04:27:00,1
2019-08-06 04:51:00,1
2019-08-06 04:52:00,1
2019-08-06 04:54:00,1
2019-08-06 04:55:00,1
2019-08-06 05:03:00,1
2019-08-06 05:23:00,1
2019-08-06 05:28:00,2
2019-08-06 05:30:00,1
2019-08-06 05:42:00,1
2019-08-06 05:44:00,1
2019-08-06 05:50:00,1
2019-08-06 06:02:00,2
2019-08-06 06:13:00,1
2019-08-06 06:18:00,2
2019-08-06 06:41:00,1
2019-08-06 06:59:00,2
2019-08-06 07:02:00,3
2019-08-06 07:03:00,1
2019-08-06 07:10:00,2
2019-08-06 07:11:00,4
2019-08-06 07:17:00,2
2019-08-06 07:37:00,2
2019-08-06 07:38:00,2
2019-08-06 07:39:00,1
2019-08-06 07:40:00,3
2019-08-06 07:49:00,1
2019-08-06 07:50:00,2
2019-08-06 07:51:00,2
2019-08-06 08:11:00,2
2019-08-06 08:12:00,8
2019-08-06 08:15:00,1
2019-08-06 08:16:00,1
2019-08-06 08:24:00,2
2019-08-06 08:27:00,2
2019-08-06 09:35:00,2
2019-08-06 09:39:00,4
2019-08-06 09:40:00,2
2019-08-06 09:42:00,2
2019-08-06 09:48:00,2
2019-08-06 09:55:00,2
2019-08-06 10:18:00,2
2019-08-06 10:21:00,2
2019-08-06 10:22:00,4
2019-08-06 10:26:00,2
2019-08-06 10:34:00,2
2019-08-06 23:35:00,4
2019-08-06 23:39:00,4
2019-08-06 23:40:00,1
2019-08-06 23:46:00,2
2019-08-06 23:51:00,2
