188,select * from stellarMassPCAWiscBC0# where specObjId=#
2019-08-06 06:33:00,1
2019-08-06 11:31:00,1
2019-08-06 11:34:00,1
2019-08-06 11:37:00,1
2019-08-06 11:40:00,1
2019-08-06 11:43:00,1
2019-08-06 11:46:00,1
2019-08-06 11:50:00,1
2019-08-06 11:52:00,1
2019-08-06 11:55:00,1
2019-08-06 11:58:00,1
2019-08-06 12:01:00,1
2019-08-06 12:04:00,1
2019-08-06 12:07:00,1
2019-08-06 12:10:00,1
2019-08-06 12:12:00,1
2019-08-06 12:15:00,1
2019-08-06 12:17:00,1
2019-08-06 12:20:00,1
2019-08-06 12:23:00,1
2019-08-06 12:26:00,1
2019-08-06 12:29:00,1
2019-08-06 12:32:00,1
2019-08-06 12:35:00,1
2019-08-06 12:38:00,1
2019-08-06 12:41:00,1
2019-08-06 12:44:00,1
2019-08-06 12:47:00,1
2019-08-06 12:50:00,1
2019-08-06 12:53:00,1
2019-08-06 12:56:00,1
2019-08-06 12:59:00,1
2019-08-06 13:02:00,1
2019-08-06 13:05:00,1
2019-08-06 13:07:00,1
2019-08-06 13:11:00,1
2019-08-06 13:14:00,1
2019-08-06 13:18:00,1
2019-08-06 13:21:00,1
2019-08-06 13:24:00,1
2019-08-06 13:28:00,1
2019-08-06 13:32:00,1
2019-08-06 13:35:00,1
2019-08-06 13:38:00,1
2019-08-06 13:41:00,1
2019-08-06 13:44:00,1
2019-08-06 13:48:00,1
2019-08-06 13:52:00,1
2019-08-06 13:55:00,1
2019-08-06 13:59:00,1
2019-08-06 14:03:00,1
2019-08-06 14:06:00,1
2019-08-06 14:10:00,1
2019-08-06 14:13:00,1
2019-08-06 14:17:00,1
2019-08-06 14:20:00,1
2019-08-06 14:22:00,1
2019-08-06 14:25:00,1
2019-08-06 14:28:00,1
2019-08-06 14:31:00,1
2019-08-06 14:34:00,1
2019-08-06 14:37:00,1
2019-08-06 14:40:00,1
2019-08-06 14:43:00,1
2019-08-06 14:46:00,1
2019-08-06 14:49:00,1
2019-08-06 14:52:00,1
2019-08-06 14:54:00,1
2019-08-06 14:57:00,1
2019-08-06 15:01:00,1
2019-08-06 15:03:00,1
2019-08-06 15:06:00,1
2019-08-06 15:09:00,1
2019-08-06 15:12:00,1
2019-08-06 15:15:00,1
2019-08-06 15:18:00,1
2019-08-06 15:21:00,1
2019-08-06 15:24:00,1
2019-08-06 15:26:00,1
2019-08-06 15:29:00,1
2019-08-06 15:32:00,1
2019-08-06 15:35:00,1
2019-08-06 15:38:00,1
2019-08-06 15:41:00,1
2019-08-06 15:44:00,1
2019-08-06 15:47:00,1
2019-08-06 15:51:00,1
2019-08-06 15:53:00,1
2019-08-06 15:56:00,1
2019-08-06 16:00:00,1
