188,select * from stellarMassPCAWiscBC0# where specObjId=#
2019-08-06 16:03:00,1
2019-08-06 16:06:00,1
2019-08-06 16:10:00,1
2019-08-06 16:12:00,1
2019-08-06 16:15:00,1
2019-08-06 16:19:00,1
2019-08-06 16:22:00,1
2019-08-06 16:25:00,1
2019-08-06 16:29:00,1
2019-08-06 16:33:00,1
2019-08-06 16:36:00,1
2019-08-06 16:39:00,1
2019-08-06 16:42:00,1
2019-08-06 16:45:00,1
2019-08-06 16:48:00,1
2019-08-06 16:52:00,1
2019-08-06 16:56:00,1
2019-08-06 16:59:00,1
2019-08-06 17:02:00,1
2019-08-06 17:05:00,1
2019-08-06 17:08:00,1
2019-08-06 17:11:00,1
2019-08-06 17:14:00,1
2019-08-06 17:17:00,1
2019-08-06 17:20:00,1
2019-08-06 17:23:00,1
2019-08-06 17:27:00,1
2019-08-06 17:30:00,1
2019-08-06 17:33:00,1
2019-08-06 17:37:00,1
2019-08-06 17:40:00,1
2019-08-06 17:44:00,1
2019-08-06 17:48:00,1
2019-08-06 17:51:00,1
2019-08-06 17:54:00,1
2019-08-06 17:58:00,1
2019-08-06 18:02:00,1
2019-08-06 18:06:00,1
2019-08-06 18:10:00,1
2019-08-06 18:13:00,1
2019-08-06 18:17:00,1
2019-08-06 18:21:00,1
2019-08-06 18:25:00,2
2019-08-06 18:29:00,1
2019-08-06 18:33:00,1
2019-08-06 18:36:00,1
2019-08-06 18:40:00,1
2019-08-06 18:44:00,1
2019-08-06 18:48:00,1
2019-08-06 18:52:00,1
2019-08-06 18:55:00,1
2019-08-06 18:58:00,1
2019-08-06 19:02:00,1
2019-08-06 19:06:00,1
2019-08-06 19:09:00,1
2019-08-06 19:13:00,1
2019-08-06 19:16:00,1
2019-08-06 19:20:00,1
2019-08-06 19:24:00,1
2019-08-06 19:27:00,1
2019-08-06 19:31:00,1
2019-08-06 19:34:00,1
2019-08-06 19:37:00,1
2019-08-06 19:41:00,1
2019-08-06 19:44:00,2
2019-08-06 19:48:00,1
2019-08-06 19:51:00,1
2019-08-06 19:55:00,1
2019-08-06 19:58:00,1
2019-08-06 20:01:00,1
2019-08-06 20:05:00,1
2019-08-06 20:09:00,1
2019-08-06 20:12:00,1
2019-08-06 20:16:00,1
2019-08-06 20:20:00,1
2019-08-06 20:23:00,1
2019-08-06 20:27:00,1
2019-08-06 20:31:00,1
2019-08-06 20:34:00,1
2019-08-06 20:38:00,1
2019-08-06 20:42:00,1
2019-08-06 20:46:00,1
2019-08-06 20:50:00,1
2019-08-06 20:54:00,1
2019-08-06 20:57:00,1
2019-08-06 21:00:00,1
2019-08-06 21:04:00,1
2019-08-06 21:07:00,1
2019-08-06 21:11:00,1
2019-08-06 21:14:00,1
2019-08-06 21:16:00,1
2019-08-06 21:20:00,1
2019-08-06 21:23:00,1
2019-08-06 21:26:00,1
2019-08-06 21:30:00,1
2019-08-06 21:33:00,1
