2,"SELECT Galaxy.objID, Galaxy.psffwhm_r into Sky_star_gal_prob_Photo_CMASS_galaxies_DR1#_papercuts_new_errors_seeing FROM Galaxy LEFT JOIN wiseForcedTarget on Galaxy.objID= wiseForcedTarget.objID   WHERE (cModelMag_i-extinction_i) BETWEEN # AND #     AND (dered_r - dered_i)<#     AND (dered_r - dered_i - (dered_g-dered_r)/#)>#     AND (fiber2Mag_i-extinction_i)<#     AND (cModelMag_i-extinction_i)< # +#*((dered_r - dered_i - (dered_g-dered_r)/#)#)     AND ((((psfMag_z-extinction_z) - dered_z)># -(#*dered_z) AND ((psfMag_i-extinction_i) - dered_i)>#+#*(#-dered_i)) OR (((cmodelMag_r-extinction_r)<#+(#*(dered_g-dered_r)+#*(dered_r-dered_i-#))/#) AND (ABS(dered_r-dered_i-(dered_g-dered_r)/# #)<#) AND ((cmodelMag_r-extinction_r) BETWEEN # AND #)))     AND Galaxy.dec BETWEEN # AND #"
2019-08-06 09:01:00,1
2019-08-06 09:56:00,1
